file,speaker,duration,silence_duration,silence_intensity,s_intensity,no_surrounding_silence,has_s,audio_peaked,primary_environment_count,secondary_environment_count,UWUH_L,sil_HH,sil_F,F_sil,W_UWUH,TH_sil,vowel_vowel,V_sil,sil_TH,vowel_R,Y_vowel,vowel_D_vowel,vowel_L,vowel_sil,sil_DH,vowel_T_vowel,DH_sil,L_vowel,R_vowel,sil_V,Y_UWUH,W_vowel,sil_SSH,AE_R,AY_R,nonsilence_count,ER_R,nasal_vowel,sil_ZZH,AA_R,silence_count,sil_PTK,UH_R,IY_R,AO_R,UW_R,OW_R,AW_R,EH_R,sil_BDG,AH_R,vowel_PK_vowel,vowel_BG_vowel,vowel_nasal,IH_R,EY_R,phones_per_second,snr,weighting
61-70970-0000,61,6.075,0.595,47.33775,61.199104,FALSE,TRUE,FALSE,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,77,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,14.051094890510948,13.861353999999999,2.5
8555-284449-0017,8555,13.335,1.465,28.350443,58.928173,FALSE,TRUE,FALSE,11,27,1,1,1,0,0,0,4,0,0,4,0,0,7,1,0,3,0,7,6,0,0,3,0,0,0,170,0,4,0,0,4,0,0,0,1,0,0,0,2,1,0,1,1,14,1,0,14.321819713563604,30.577730000000003,24.5
1320-122617-0039,1320,7.055,0.7349999999999994,40.602524,61.253136,FALSE,TRUE,FALSE,2,8,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,2,0,0,2,0,0,1,0,0,0,92,0,6,0,1,3,0,0,0,0,0,0,0,0,0,0,3,2,10,0,0,14.556962025316455,20.650611999999995,6
8555-292519-0006,8555,10.18,1.6099999999999983,16.15119,59.235405,FALSE,TRUE,FALSE,3,18,0,0,0,0,0,0,2,0,0,1,1,1,4,0,2,2,0,3,4,0,0,1,0,0,0,89,0,6,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10.38506417736289,43.084215,12
2830-3980-0033,2830,2.71,0.8300000000000001,51.151897,NA,FALSE,FALSE,FALSE,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,30,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,15.957446808510639,NA,2.5
2094-142345-0004,2094,2.64,1.0500000000000005,55.01482,NA,FALSE,FALSE,TRUE,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,2,0,0,0,25,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15.723270440251575,NA,3
260-123288-0024,260,14.595,2.0950000000000006,15.851915,58.264458,FALSE,TRUE,FALSE,7,23,0,2,0,1,0,0,1,0,0,3,0,0,6,2,1,2,0,4,3,0,0,5,0,0,1,140,0,5,0,0,11,0,0,0,1,0,0,0,0,1,1,0,1,10,0,0,11.2,42.412543,18.5
8455-210777-0060,8455,7.075,1.2050000000000003,39.808884,65.28939,FALSE,TRUE,FALSE,4,18,1,1,0,0,0,0,1,0,0,1,0,0,3,1,1,3,0,2,4,0,1,3,0,0,0,87,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,3,2,5,0,0,14.821124361158432,25.480506,13
8455-210777-0022,8455,16.36,3.2500000000000004,37.249317,59.878933,FALSE,TRUE,FALSE,10,18,0,0,0,0,0,1,7,0,1,1,0,3,2,2,0,4,0,2,2,0,0,3,0,0,0,169,0,9,0,1,8,0,0,0,0,0,0,0,0,1,0,2,1,11,0,0,12.890922959572846,22.629616000000006,19
7021-79730-0008,7021,11.765,2.5550000000000015,15.556334,59.90465,FALSE,TRUE,FALSE,6,16,0,1,1,0,0,0,1,0,0,3,0,0,6,2,0,0,0,2,4,0,0,2,1,0,0,106,0,8,0,0,13,0,0,0,1,0,0,0,2,1,0,2,2,8,0,0,11.509229098805648,44.348316,14
