file,speaker,duration,silence_duration,silence_intensity,s_intensity,no_surrounding_silence,has_s,audio_peaked,primary_environment_count,secondary_environment_count,UWUH_L,sil_HH,sil_F,F_sil,W_UWUH,TH_sil,vowel_vowel,V_sil,sil_TH,vowel_R,Y_vowel,vowel_D_vowel,vowel_L,vowel_sil,sil_DH,vowel_T_vowel,DH_sil,L_vowel,R_vowel,sil_V,Y_UWUH,W_vowel,sil_SSH,AE_R,AY_R,nonsilence_count,ER_R,nasal_vowel,sil_ZZH,AA_R,silence_count,sil_PTK,UH_R,IY_R,AO_R,UW_R,OW_R,AW_R,EH_R,sil_BDG,AH_R,vowel_PK_vowel,vowel_BG_vowel,vowel_nasal,IH_R,EY_R,phones_per_second,snr,weighting
1320-122617-0032,1320,11.28,1.1700000000000002,39.903687,61.258007,FALSE,TRUE,FALSE,8,25,0,0,0,0,1,0,5,0,0,2,0,2,4,2,0,2,0,4,3,0,3,5,0,0,0,141,0,6,0,0,3,1,1,0,0,0,0,0,0,0,1,1,3,15,0,0,13.94658753709199,21.35432,20.5
2961-960-0003,2961,17.315,3.094999,37.691048,56.25452,FALSE,TRUE,FALSE,11,27,2,2,0,0,0,0,4,0,0,3,1,1,4,2,1,2,0,4,6,0,0,6,0,0,0,155,0,5,0,0,11,0,0,0,1,1,0,0,1,0,0,2,0,15,0,0,10.900139880440232,18.563471999999997,24.5
121-123852-0003,121,23.505,5.785002999999997,18.23102,54.621677,FALSE,TRUE,FALSE,12,22,1,0,0,0,0,1,2,2,2,4,0,0,3,3,0,4,0,6,2,0,0,4,0,0,0,153,1,9,0,2,18,2,0,0,0,0,0,0,0,5,0,0,0,14,1,0,8.634312974206484,36.390657,23
7021-79730-0006,7021,11.34,2.54,11.821898,59.526176,FALSE,TRUE,FALSE,4,14,0,0,0,0,0,0,1,0,0,3,0,0,3,4,1,0,0,3,2,0,0,1,0,0,0,92,0,6,0,2,8,0,0,0,0,0,0,0,0,0,1,2,0,14,0,0,10.454545454545453,47.704278,11
1188-133604-0040,1188,3.23,1.05,41.54159,58.715744,FALSE,TRUE,FALSE,2,6,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,33,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,15.137614678899084,17.174154,5
61-70968-0026,61,4.92,0.4600000000000002,46.764164,58.81958,FALSE,TRUE,FALSE,4,6,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,67,0,3,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,15.022421524663677,12.055416000000001,7
5683-32879-0004,5683,11.21,1.830000000000003,31.878809,59.576347,FALSE,TRUE,FALSE,7,16,0,2,0,0,0,0,1,0,0,4,0,0,6,1,0,1,0,3,4,0,0,1,0,0,0,106,0,3,0,0,8,1,0,0,2,1,0,0,0,1,0,3,1,4,1,0,11.300639658848617,27.697537999999998,15
1221-135766-0000,1221,12.435,1.7250000000000016,40.342373,60.552483,FALSE,TRUE,FALSE,6,16,0,1,0,0,1,0,3,0,0,1,1,1,3,0,0,2,0,1,5,0,1,2,0,0,0,135,0,3,0,0,8,1,0,0,1,0,0,0,0,0,0,1,0,15,0,0,12.605042016806724,20.21011,14
237-134500-0015,237,10.815,1.2850000000000008,33.77213,54.274105,FALSE,TRUE,FALSE,7,14,0,0,0,0,0,0,3,0,0,4,0,0,2,0,2,4,0,1,1,0,0,4,0,0,0,118,0,8,0,0,4,0,0,0,3,0,0,0,0,0,1,4,1,12,0,0,12.381951731374608,20.501975,14
4446-2273-0001,4446,4.66,0.98,27.63109,60.705017,FALSE,TRUE,FALSE,3,9,0,0,0,0,0,0,2,0,0,1,0,0,3,2,1,1,0,1,1,0,0,0,0,0,0,53,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,14.402173913043478,33.073927,7.5
4077-13754-0016,4077,11.895,2.6549999999999994,30.551626,65.64857,FALSE,TRUE,FALSE,5,19,0,0,0,0,0,0,3,0,0,2,1,1,2,1,1,1,0,4,7,0,1,0,0,0,0,130,0,8,0,0,6,0,0,0,2,0,0,0,0,0,0,1,0,14,0,0,14.069264069264069,35.09694400000001,14.5
6829-68771-0016,6829,6.99,1.0200000000000005,28.67025,60.74949,FALSE,TRUE,FALSE,5,10,0,1,0,0,0,0,2,0,0,2,1,1,1,0,0,0,0,1,2,0,0,4,1,0,0,84,0,3,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,9,0,0,14.07035175879397,32.07924,10
8224-274381-0010,8224,13.62,2.5899999999999994,41.223885,63.80203,FALSE,TRUE,FALSE,6,13,0,0,0,0,0,0,3,0,0,3,0,0,3,1,0,3,0,1,4,0,0,1,0,0,0,117,0,6,0,1,9,1,0,0,2,0,0,0,0,3,0,1,0,12,0,0,10.607434270172257,22.578145,12.5
