file,speaker,duration,silence_duration,silence_intensity,s_intensity,no_surrounding_silence,has_s,audio_peaked,primary_environment_count,secondary_environment_count,UWUH_L,sil_HH,sil_F,F_sil,W_UWUH,TH_sil,vowel_vowel,V_sil,sil_TH,vowel_R,Y_vowel,vowel_D_vowel,vowel_L,vowel_sil,sil_DH,vowel_T_vowel,DH_sil,L_vowel,R_vowel,sil_V,Y_UWUH,W_vowel,sil_SSH,AE_R,AY_R,nonsilence_count,ER_R,nasal_vowel,sil_ZZH,AA_R,silence_count,sil_PTK,UH_R,IY_R,AO_R,UW_R,OW_R,AW_R,EH_R,sil_BDG,AH_R,vowel_PK_vowel,vowel_BG_vowel,vowel_nasal,IH_R,EY_R,phones_per_second,snr,weighting
4077-13754-0009,4077,7.65,1.7200000000000006,30.458157,63.741142,FALSE,TRUE,FALSE,5,16,0,0,0,0,0,0,1,0,0,4,0,1,4,1,1,1,0,4,3,0,0,1,0,0,0,80,0,6,0,0,5,0,1,0,1,0,0,0,2,0,0,0,1,6,0,0,13.49072512647555,33.282985000000004,13
1580-141084-0007,1580,2.02,0.42999999999999994,31.144184,NA,FALSE,FALSE,FALSE,3,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,0,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13.20754716981132,NA,3.5
4446-2275-0032,4446,3.245,0.975,32.12838,NA,FALSE,FALSE,FALSE,0,10,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,3,0,1,0,0,1,0,0,0,0,28,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,12.334801762114537,NA,5
3575-170457-0030,3575,8.9450625,1.2650629999999998,36.825394,58.55562,FALSE,TRUE,FALSE,3,11,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,0,2,1,0,0,0,0,0,0,96,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,2,1,8,0,0,12.500000813802135,21.730225999999995,8.5
7021-85628-0006,7021,3.58,1.2000000000000002,19.669224,56.093224,FALSE,TRUE,FALSE,3,2,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,11.764705882352942,36.424,4
5142-36377-0016,5142,2.765,0.33499999999999985,31.41704,61.63306,FALSE,TRUE,FALSE,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,0,27,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11.11111111111111,30.21602,4
672-122797-0041,672,3.88,1.0799999999999998,38.853977,63.360043,FALSE,TRUE,FALSE,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,0,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,12.142857142857144,24.506065999999997,1.5
7127-75947-0016,7127,7.48,1.6700000000000017,22.47811,59.49149,FALSE,TRUE,FALSE,3,12,0,1,0,1,0,0,0,0,0,1,1,2,2,1,0,2,0,0,3,0,0,1,0,0,0,55,0,3,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,9.466437177280552,37.01338,9
7127-75946-0006,7127,7.98,1.5400000000000005,39.40904,57.543736,FALSE,TRUE,FALSE,6,7,0,2,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,3,0,0,3,0,0,0,86,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,13.354037267080747,18.134696000000005,9.5
7127-75946-0013,7127,8.58,1.5000000000000004,39.194107,NA,FALSE,FALSE,FALSE,6,12,0,1,0,0,0,0,3,0,0,2,0,0,1,0,1,2,0,4,3,0,0,1,0,0,0,87,0,3,0,0,4,0,0,0,0,0,0,0,1,0,0,4,0,9,1,0,12.288135593220339,NA,12
237-126133-0018,237,4.095,1.1349999999999991,22.997892,46.733387,FALSE,TRUE,FALSE,1,7,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,2,0,0,0,39,0,1,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,13.175675675675672,23.735495,4.5
260-123286-0031,260,5.06,1.5699999999999998,-134.69646,59.814526,FALSE,TRUE,FALSE,6,3,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,44,0,1,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,12.607449856733526,194.510986,7.5
8463-287645-0001,8463,3.545,0.7549999999999999,23.315992,56.841705,FALSE,TRUE,FALSE,4,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,33,0,2,0,1,2,0,0,1,1,0,0,0,1,0,0,0,0,3,0,0,11.827956989247312,33.525712999999996,6.5
1089-134686-0004,1089,5.2150625,1.2750629999999994,34.204666,NA,FALSE,FALSE,FALSE,2,8,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,1,0,1,1,0,0,0,40,0,4,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,10.1522855523205,NA,6
237-126133-0011,237,6.71,1.6399999999999992,24.332367,46.655754,FALSE,TRUE,FALSE,2,10,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2,2,0,1,1,1,0,0,58,0,2,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11.439842209072978,22.323387,7
672-122797-0061,672,7.59,1.35,38.75416,62.806114,FALSE,TRUE,FALSE,2,11,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,1,0,2,1,0,2,1,0,0,0,57,0,4,0,1,5,1,0,0,1,0,0,0,0,2,0,2,1,8,0,0,9.134615384615385,24.051954000000002,7.5
4992-41797-0004,4992,7.315,1.005,25.682148,54.126907,FALSE,TRUE,FALSE,5,11,1,1,0,0,0,0,2,0,0,1,0,1,0,0,0,2,0,2,0,0,3,3,0,0,0,67,0,1,0,1,5,0,0,0,0,0,0,0,0,1,0,2,0,6,0,0,10.618066561014261,28.444759,10.5
5105-28240-0018,5105,2.885,0.7349999999999997,44.405247,NA,FALSE,FALSE,FALSE,2,6,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,28,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,13.023255813953487,NA,5
7176-88083-0003,7176,7.6,1.2499999999999991,38.748062,59.116524,FALSE,TRUE,FALSE,6,11,0,2,0,0,0,0,0,0,0,4,0,0,3,1,0,2,0,1,2,0,0,2,0,0,0,77,0,2,0,0,8,0,0,1,0,0,1,0,2,1,0,0,2,5,0,0,12.125984251968504,20.368462,11.5
