file,speaker,duration,silence_duration,silence_intensity,s_intensity,no_surrounding_silence,has_s,audio_peaked,primary_environment_count,secondary_environment_count,UWUH_L,sil_HH,sil_F,F_sil,W_UWUH,TH_sil,vowel_vowel,V_sil,sil_TH,vowel_R,Y_vowel,vowel_D_vowel,vowel_L,vowel_sil,sil_DH,vowel_T_vowel,DH_sil,L_vowel,R_vowel,sil_V,Y_UWUH,W_vowel,sil_SSH,AE_R,AY_R,nonsilence_count,ER_R,nasal_vowel,sil_ZZH,AA_R,silence_count,sil_PTK,UH_R,IY_R,AO_R,UW_R,OW_R,AW_R,EH_R,sil_BDG,AH_R,vowel_PK_vowel,vowel_BG_vowel,vowel_nasal,IH_R,EY_R,phones_per_second,snr,weighting
3575-170457-0005,3575,7.34,1.0699999999999994,36.01489,56.919304,FALSE,TRUE,FALSE,5,17,0,0,0,0,0,0,2,0,0,3,0,1,3,1,0,3,0,3,3,0,0,3,1,0,0,82,0,6,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,12,0,0,13.078149920255182,20.904413999999996,13.5
4507-16021-0053,4507,8.095,1.225000000000001,33.431717,53.534874,FALSE,TRUE,FALSE,4,7,0,0,0,0,0,0,4,0,0,0,0,2,1,1,1,1,0,1,0,0,0,0,0,0,0,63,0,7,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9.170305676855897,20.103157000000003,7.5
672-122797-0016,672,9.215,2.685,40.44901,64.52197,FALSE,TRUE,FALSE,5,14,0,0,0,0,0,0,0,0,0,5,1,0,3,3,1,1,0,2,1,0,0,2,2,0,0,70,0,3,0,0,7,0,1,0,3,0,0,0,1,1,0,0,0,8,0,0,10.719754977029098,24.072959999999995,12
908-157963-0005,908,7.035,1.8150000000000008,43.09081,50.57081,FALSE,TRUE,FALSE,2,8,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,3,1,0,1,0,0,0,0,41,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,7.854406130268201,7.480000000000004,6
237-134500-0001,237,1.81,0.74,34.40901,58.258965,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.607476635514018,23.849955,1
6930-81414-0020,6930,5,0.9499999999999996,40.829678,63.993393,FALSE,TRUE,FALSE,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,2,1,0,0,0,33,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8.148148148148147,23.163714999999996,3.5
260-123286-0001,260,3.07,0.9399999999999996,-4.0069494,60.211594,FALSE,TRUE,FALSE,1,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,28,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13.145539906103284,64.2185434,3
5683-32866-0004,5683,9.225,2.174999999999999,35.146366,59.689087,FALSE,TRUE,FALSE,5,13,0,0,0,1,0,0,1,0,0,3,0,0,4,0,0,2,0,1,3,0,0,3,0,0,1,86,1,5,0,0,9,0,0,0,1,0,0,0,0,2,0,0,0,9,0,0,12.198581560283687,24.542721,11.5
2961-961-0008,2961,7.155,1.405,22.091509,53.134697,FALSE,TRUE,FALSE,6,6,0,0,0,0,0,0,5,0,0,1,0,0,1,1,0,0,0,2,1,0,0,1,0,0,0,73,0,3,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,7,0,0,12.695652173913043,31.043188000000004,9
5639-40744-0013,5639,6.865,1.3250000000000004,4.870494,50.74074,FALSE,TRUE,FALSE,1,9,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,4,0,0,1,1,0,0,74,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,13.35740072202166,45.870246,5.5
