file,speaker,duration,silence_duration,silence_intensity,s_intensity,no_surrounding_silence,has_s,audio_peaked,primary_environment_count,secondary_environment_count,UWUH_L,sil_HH,sil_F,F_sil,W_UWUH,TH_sil,vowel_vowel,V_sil,sil_TH,vowel_R,Y_vowel,vowel_D_vowel,vowel_L,vowel_sil,sil_DH,vowel_T_vowel,DH_sil,L_vowel,R_vowel,sil_V,Y_UWUH,W_vowel,sil_SSH,AE_R,AY_R,nonsilence_count,ER_R,nasal_vowel,sil_ZZH,AA_R,silence_count,sil_PTK,UH_R,IY_R,AO_R,UW_R,OW_R,AW_R,EH_R,sil_BDG,AH_R,vowel_PK_vowel,vowel_BG_vowel,vowel_nasal,IH_R,EY_R,phones_per_second,snr,weighting
1995-1836-0010,1995,24.45,1.6200009999999958,4.6331906,58.795574,FALSE,TRUE,FALSE,14,36,1,0,0,0,0,0,6,0,0,7,0,2,5,2,2,5,0,7,6,0,1,6,0,0,0,286,1,14,0,2,11,0,1,0,2,0,0,0,1,1,0,6,3,26,0,0,12.52737680803227,54.1623834,32
8455-210777-0051,8455,13.96,2.03,39.294964,60.17449,FALSE,TRUE,FALSE,5,23,0,1,1,1,1,0,1,0,0,0,0,6,5,2,0,1,0,2,2,0,0,5,1,0,0,149,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,11,0,0,12.489522212908632,20.879526,16.5
2094-142345-0006,2094,13.82,2.65,56.122585,65.74813,FALSE,TRUE,TRUE,7,22,0,1,0,0,1,0,2,0,0,3,0,1,4,1,1,3,0,5,5,0,1,1,1,0,0,135,0,3,0,1,7,0,0,0,0,0,0,0,2,1,0,0,0,10,0,0,12.085944494180842,9.625545000000002,18
121-127105-0019,121,3.525,0.5850000000000001,-54.352257,62.145184,FALSE,TRUE,FALSE,4,7,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,43,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,14.625850340136054,116.49744100000001,7.5
4446-2275-0013,4446,3.65,0.8199999999999996,32.67831,61.736073,FALSE,TRUE,FALSE,1,12,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,1,0,3,1,0,1,1,0,0,0,41,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,14.487632508833922,29.057762999999994,7
61-70968-0011,61,6.375,0.6650000000000004,44.879482,58.767895,FALSE,TRUE,FALSE,8,17,0,1,0,0,0,0,2,0,0,5,0,2,1,0,0,3,0,1,8,0,0,2,0,0,1,84,0,1,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,4,1,0,14.711033274956216,13.888413,16.5
5639-40744-0005,5639,5.645,1.3249999999999993,10.0792465,49.783154,FALSE,TRUE,FALSE,3,11,0,0,1,0,0,0,1,0,0,1,0,0,3,1,0,0,0,3,0,0,0,4,0,0,0,61,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,14.12037037037037,39.7039075,8.5
5683-32866-0009,5683,13.26,2.1999999999999966,31.95845,56.378357,FALSE,TRUE,FALSE,5,16,0,0,0,0,0,0,3,0,0,2,0,2,4,2,1,0,0,3,0,0,2,2,0,0,0,124,0,9,0,0,8,0,1,0,1,0,0,0,0,0,0,3,0,17,0,0,11.21157323688969,24.419907000000002,13
5683-32879-0002,5683,11.085,2.605000000000002,34.114323,61.46307,FALSE,TRUE,FALSE,3,17,0,0,0,0,0,0,1,0,0,2,0,0,7,0,1,1,0,3,3,0,0,2,1,0,0,108,0,6,0,0,9,0,0,0,1,0,0,0,1,0,0,3,0,13,0,0,12.735849056603776,27.348747000000003,11.5
4446-2275-0024,4446,2.395,0.5450000000000002,36.316326,62.906513,FALSE,TRUE,FALSE,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,1,0,0,30,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16.216216216216218,26.590187,3.5
