file,speaker,duration,silence_duration,silence_intensity,s_intensity,no_surrounding_silence,has_s,audio_peaked,primary_environment_count,secondary_environment_count,UWUH_L,sil_HH,sil_F,F_sil,W_UWUH,TH_sil,vowel_vowel,V_sil,sil_TH,vowel_R,Y_vowel,vowel_D_vowel,vowel_L,vowel_sil,sil_DH,vowel_T_vowel,DH_sil,L_vowel,R_vowel,sil_V,Y_UWUH,W_vowel,sil_SSH,AE_R,AY_R,nonsilence_count,ER_R,nasal_vowel,sil_ZZH,AA_R,silence_count,sil_PTK,UH_R,IY_R,AO_R,UW_R,OW_R,AW_R,EH_R,sil_BDG,AH_R,vowel_PK_vowel,vowel_BG_vowel,vowel_nasal,IH_R,EY_R,phones_per_second,snr,weighting
5142-33396-0033,5142,5.28,0.6699999999999997,25.919086,51.151367,FALSE,TRUE,FALSE,4,9,0,0,0,0,1,1,1,0,0,1,0,0,2,0,0,2,0,0,1,0,3,1,0,0,0,55,0,4,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,11.93058568329718,25.232281,8.5
5142-33396-0046,5142,3.745,0.34500000000000003,23.738598,NA,FALSE,FALSE,FALSE,2,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,41,0,3,0,1,2,0,0,0,0,0,0,0,0,1,0,2,1,4,1,0,12.058823529411764,NA,4
7176-92135-0030,7176,2.235,0.745,30.571293,NA,FALSE,FALSE,FALSE,2,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,20,0,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,13.42281879194631,NA,3.5
121-127105-0008,121,2.76,0.7999999999999996,-17.94211,NA,FALSE,FALSE,FALSE,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,19,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,9.693877551020407,NA,3.5
4970-29095-0032,4970,6.61,1.5100000000000002,25.74631,56.147747,FALSE,TRUE,FALSE,1,11,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,3,1,0,0,2,0,0,0,63,0,3,0,0,5,1,0,0,0,0,0,0,0,1,0,1,1,6,0,0,12.352941176470589,30.401437,6.5
7127-75947-0036,7127,2.44,0.7299999999999999,22.872221,55.876595,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,7.60233918128655,33.004374,0
5683-32879-0001,5683,3.66,1.17,29.710346,NA,FALSE,FALSE,FALSE,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,2,0,0,0,29,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.646586345381525,NA,3.5
4992-41797-0015,4992,8.65,1.1100000000000008,25.631258,50.920544,FALSE,TRUE,FALSE,7,10,0,0,0,0,0,0,3,0,0,4,0,1,2,0,1,1,0,2,2,0,0,1,1,0,0,91,0,9,0,0,4,0,0,0,1,0,0,0,2,1,0,1,1,9,1,0,12.06896551724138,25.289286,12
1995-1836-0011,1995,4.705,0.6150000000000001,9.503297,57.81614,FALSE,TRUE,FALSE,2,9,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,1,0,2,2,0,0,1,0,0,0,43,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10.513447432762836,48.312843,6.5
4446-2275-0044,4446,2.615,0.8150000000000004,34.26829,60.08481,FALSE,TRUE,FALSE,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,22,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,12.222222222222223,25.816519999999997,2
908-31957-0012,908,7.615,1.9350000000000005,34.398853,55.9353,FALSE,TRUE,FALSE,3,7,0,0,0,0,0,1,0,0,0,2,0,0,1,2,0,0,0,2,0,0,0,2,1,0,0,46,0,1,0,1,7,1,0,0,1,0,0,0,0,1,0,1,0,2,0,0,8.098591549295776,21.536446999999995,6.5
1580-141083-0013,1580,4.32,0.8700000000000003,29.721937,60.861725,FALSE,TRUE,FALSE,3,11,0,0,0,0,0,0,3,0,0,0,0,1,2,1,0,3,0,2,1,0,0,1,0,0,0,48,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,13.91304347826087,31.139788,8.5
1089-134686-0001,1089,3.275,0.9550000000000004,33.91549,51.394287,FALSE,TRUE,FALSE,1,6,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,1,0,1,0,0,29,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,12.500000000000004,17.478797,4
7127-75946-0020,7127,6.52,1.3499999999999992,39.163353,61.133816,FALSE,TRUE,FALSE,5,9,0,0,1,0,0,0,2,0,0,2,0,1,0,1,1,2,0,0,2,0,2,0,0,0,0,70,0,3,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,7,0,0,13.539651837524179,21.970463000000002,9.5
121-127105-0012,121,4.83,0.68,17.977057,62.87127,FALSE,TRUE,FALSE,1,8,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,1,0,0,1,2,0,0,0,55,0,0,0,0,5,0,1,0,0,0,0,0,0,1,0,1,0,4,0,0,13.25301204819277,44.89421300000001,5
7729-102255-0001,7729,3.45,0.44000000000000017,21.776648,66.478226,FALSE,TRUE,FALSE,2,5,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,33,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10.963455149501662,44.701578000000005,4.5
1188-133604-0010,1188,6.095,1.935,36.627174,57.845684,FALSE,TRUE,FALSE,0,11,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,3,0,1,2,0,1,0,0,0,0,58,0,1,0,0,5,1,0,0,0,0,0,0,0,2,0,2,0,5,0,0,13.942307692307692,21.218510000000002,5.5
1995-1826-0019,1995,5.25,0.9299999999999996,18.127548,60.77377,FALSE,TRUE,FALSE,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,0,0,1,1,0,0,44,0,2,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,10.185185185185185,42.646221999999995,3.5
4992-41797-0008,4992,8.965,1.475000000000001,24.91652,48.859604,FALSE,TRUE,FALSE,5,11,0,0,0,0,0,0,2,0,0,3,0,1,1,0,0,3,0,3,3,0,0,0,0,0,0,87,0,5,0,0,4,0,0,0,1,0,0,0,2,1,0,2,0,7,0,0,11.615487316421898,23.943084,10.5
