file,speaker,duration,silence_duration,silence_intensity,s_intensity,no_surrounding_silence,has_s,audio_peaked,primary_environment_count,secondary_environment_count,UWUH_L,sil_HH,sil_F,F_sil,W_UWUH,TH_sil,vowel_vowel,V_sil,sil_TH,vowel_R,Y_vowel,vowel_D_vowel,vowel_L,vowel_sil,sil_DH,vowel_T_vowel,DH_sil,L_vowel,R_vowel,sil_V,Y_UWUH,W_vowel,sil_SSH,AE_R,AY_R,nonsilence_count,ER_R,nasal_vowel,sil_ZZH,AA_R,silence_count,sil_PTK,UH_R,IY_R,AO_R,UW_R,OW_R,AW_R,EH_R,sil_BDG,AH_R,vowel_PK_vowel,vowel_BG_vowel,vowel_nasal,IH_R,EY_R,phones_per_second,snr,weighting
8230-279154-0027,8230,11.135,1.8249999999999988,31.503891,55.73331,FALSE,TRUE,FALSE,5,18,0,0,1,0,0,0,2,1,0,1,0,2,6,0,0,1,0,4,5,0,0,0,0,0,0,112,0,4,0,1,9,1,0,0,0,0,0,0,0,1,0,2,2,9,0,0,12.030075187969924,24.229419000000004,14
4446-2273-0019,4446,3.115,0.6550000000000005,30.364367,57.54425,FALSE,TRUE,FALSE,4,4,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,37,1,2,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,15.040650406504065,27.179882999999997,6
5639-40744-0039,5639,14.375,2.885,13.656371,50.806534,FALSE,TRUE,FALSE,9,18,0,2,0,1,1,0,2,0,0,3,1,1,5,2,1,0,0,1,4,0,1,2,1,0,0,148,0,4,0,2,9,0,0,0,1,0,0,0,0,0,0,1,0,12,0,0,12.88076588337685,37.150163,18
4077-13754-0014,4077,10.97,2.17,31.447063,65.29741,FALSE,TRUE,FALSE,2,14,0,0,0,0,0,0,1,0,0,1,0,1,2,2,2,2,0,1,2,0,0,2,0,0,0,122,0,5,0,0,7,1,0,0,1,0,0,0,0,0,0,4,0,14,0,0,13.863636363636363,33.850347,9
1221-135767-0012,1221,13.885,2.1750000000000003,40.603413,54.932365,FALSE,TRUE,FALSE,12,20,0,1,0,0,1,0,5,0,0,5,0,3,1,0,2,3,0,3,3,0,0,5,0,1,0,131,0,2,0,1,12,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,11.187019641332196,14.328951999999994,22
3575-170457-0043,3575,19,4.15,35.099316,54.936356,FALSE,TRUE,FALSE,11,31,0,2,0,0,0,0,6,0,0,3,1,2,7,5,0,4,0,2,3,0,3,4,0,0,0,187,2,11,0,1,10,2,0,0,0,0,0,0,0,0,0,0,3,14,0,0,12.592592592592593,19.837040000000002,26.5
7176-92135-0026,7176,2.95,0.9200000000000002,34.231277,NA,FALSE,FALSE,FALSE,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,30,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,14.778325123152708,NA,3.5
4970-29093-0005,4970,22.16,4.459999999999995,13.541135,52.048256,FALSE,TRUE,FALSE,13,23,3,2,0,1,2,0,3,0,0,2,0,1,5,0,0,4,0,5,6,0,1,1,1,0,0,224,0,8,0,0,14,2,0,0,0,0,0,0,2,0,0,2,4,28,0,0,12.655367231638413,38.507121,24.5
7729-102255-0015,7729,14.99,1.800000000000002,21.39257,59.07869,FALSE,TRUE,FALSE,11,25,0,1,0,0,0,1,4,0,0,5,0,0,5,3,2,1,0,5,5,0,0,4,1,0,0,148,1,6,0,1,10,2,0,0,2,0,0,0,1,0,0,0,2,12,0,0,11.220621683093254,37.68612,23.5
5639-40744-0015,5639,11.02,1.6500000000000006,-15.196226,54.198544,FALSE,TRUE,FALSE,2,18,0,1,0,0,0,0,1,0,0,0,0,1,4,1,1,1,0,1,4,0,0,5,0,0,0,135,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,14.407684098185701,69.39477,11
