file,speaker,duration,silence_duration,silence_intensity,s_intensity,no_surrounding_silence,has_s,audio_peaked,primary_environment_count,secondary_environment_count,UWUH_L,sil_HH,sil_F,F_sil,W_UWUH,TH_sil,vowel_vowel,V_sil,sil_TH,vowel_R,Y_vowel,vowel_D_vowel,vowel_L,vowel_sil,sil_DH,vowel_T_vowel,DH_sil,L_vowel,R_vowel,sil_V,Y_UWUH,W_vowel,sil_SSH,AE_R,AY_R,nonsilence_count,ER_R,nasal_vowel,sil_ZZH,AA_R,silence_count,sil_PTK,UH_R,IY_R,AO_R,UW_R,OW_R,AW_R,EH_R,sil_BDG,AH_R,vowel_PK_vowel,vowel_BG_vowel,vowel_nasal,IH_R,EY_R,phones_per_second,snr,weighting
1188-133604-0027,1188,11.245,3.2449999999999974,35.35349,52.532856,FALSE,TRUE,FALSE,7,23,0,1,0,1,0,0,3,0,0,2,0,1,7,1,0,2,0,5,5,0,1,1,0,0,0,102,0,4,0,0,6,1,0,1,1,0,0,0,0,1,0,0,1,6,0,0,12.749999999999996,17.179366,18.5
1320-122612-0011,1320,13.695,1.5550000000000026,42.435696,61.005634,FALSE,TRUE,FALSE,9,25,0,0,0,0,0,0,3,0,0,6,0,2,6,1,1,2,0,5,8,0,0,0,1,0,0,143,0,5,0,1,7,0,0,0,2,0,0,0,1,0,2,1,1,12,0,0,11.779242174629328,18.569938,21.5
8463-294825-0009,8463,20.0049375,2.614938999999995,37.83634,59.035885,FALSE,TRUE,FALSE,11,35,0,3,0,0,0,0,4,0,0,4,3,3,9,0,1,3,0,7,7,0,1,1,0,0,0,204,0,7,0,1,10,0,0,0,1,0,0,0,1,0,0,2,2,19,1,0,11.730880827850557,21.199545,28.5
4077-13754-0003,4077,5.68,1.0899999999999996,36.017925,NA,FALSE,FALSE,FALSE,4,12,0,1,0,0,0,0,1,0,0,2,1,0,2,0,0,3,0,1,3,0,0,2,0,0,0,66,0,3,0,0,3,0,0,0,1,0,0,0,0,0,1,4,1,5,0,0,14.379084967320262,NA,10
2094-142345-0043,2094,7.35,1.8199999999999996,47.936127,69.66476,FALSE,TRUE,FALSE,2,7,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,2,1,0,0,1,0,0,0,82,0,3,0,0,4,0,0,0,1,0,0,0,1,1,0,2,0,12,0,0,14.828209764918626,21.728633000000002,5.5
5683-32879-0016,5683,10.185,2.1349999999999985,29.294731,59.80758,FALSE,TRUE,FALSE,5,7,1,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,2,0,0,1,1,0,0,95,0,2,0,0,7,0,0,0,3,0,0,0,0,0,0,3,1,12,0,0,11.80124223602484,30.512849000000003,8.5
1284-134647-0007,1284,14.17,1.7599999999999996,45.45505,56.2751,FALSE,TRUE,FALSE,12,26,0,0,0,0,0,0,7,0,0,5,1,2,6,2,2,2,0,5,6,0,0,0,0,0,0,169,0,8,0,0,5,1,1,0,1,0,0,0,2,0,0,2,0,16,1,0,13.61804995970991,10.820050000000002,25
3575-170457-0042,3575,12.21,2.6300000000000026,38.326706,55.82969,FALSE,TRUE,FALSE,6,12,0,0,0,0,0,0,1,0,0,5,0,1,3,0,0,1,0,4,2,0,0,1,0,0,0,129,0,8,0,1,6,0,0,0,3,0,0,0,1,0,0,1,1,11,0,0,13.465553235908144,17.502983999999998,12
4446-2273-0022,4446,5.865,1.4450000000000005,28.65494,61.12531,FALSE,TRUE,FALSE,4,10,0,0,0,0,1,0,2,1,0,0,0,0,1,1,1,1,0,1,1,0,1,3,0,0,0,62,0,4,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,8,0,0,14.027149321266968,32.47037,9
4446-2275-0003,4446,2.06,0.6399999999999999,32.671196,NA,FALSE,FALSE,FALSE,2,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,23,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,16.197183098591548,NA,4
