file,speaker,duration,silence_duration,silence_intensity,s_intensity,no_surrounding_silence,has_s,audio_peaked,primary_environment_count,secondary_environment_count,UWUH_L,sil_HH,sil_F,F_sil,W_UWUH,TH_sil,vowel_vowel,V_sil,sil_TH,vowel_R,Y_vowel,vowel_D_vowel,vowel_L,vowel_sil,sil_DH,vowel_T_vowel,DH_sil,L_vowel,R_vowel,sil_V,Y_UWUH,W_vowel,sil_SSH,AE_R,AY_R,nonsilence_count,ER_R,nasal_vowel,sil_ZZH,AA_R,silence_count,sil_PTK,UH_R,IY_R,AO_R,UW_R,OW_R,AW_R,EH_R,sil_BDG,AH_R,vowel_PK_vowel,vowel_BG_vowel,vowel_nasal,IH_R,EY_R,phones_per_second,snr,weighting
1580-141083-0029,1580,10.055,1.2449999999999992,31.496948,58.279438,FALSE,TRUE,FALSE,9,14,0,1,0,0,1,0,3,0,0,4,0,0,1,0,0,1,0,1,5,1,2,3,1,0,0,120,0,3,0,0,4,0,1,0,0,0,0,0,3,0,0,3,0,9,0,0,13.62088535754824,26.78249,16
5142-36377-0012,5142,2.715,0.465,26.063612,58.7672,FALSE,TRUE,FALSE,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,1,0,0,33,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,14.666666666666666,32.703588,2.5
7127-75947-0000,7127,17.97,2.790001,24.870893,57.464813,FALSE,TRUE,FALSE,6,28,0,1,0,0,0,0,1,0,0,4,0,2,5,0,1,3,0,4,6,0,0,7,0,0,0,187,0,5,0,2,7,0,0,0,1,0,0,0,1,0,0,2,2,18,0,0,12.318841391228025,32.59392,20
908-31957-0004,908,14.755,3.0550000000000046,35.62269,61.6376,FALSE,TRUE,FALSE,4,14,0,1,0,0,0,0,0,0,0,3,0,0,3,1,1,0,0,4,3,0,0,2,1,0,0,123,0,8,0,0,13,1,0,0,2,1,0,0,0,0,0,1,0,21,0,0,10.512820512820516,26.01491,11
4507-16021-0016,4507,17.265,4.554999999999999,27.800772,55.577908,FALSE,TRUE,FALSE,7,21,0,0,0,0,1,0,2,0,0,4,0,1,2,3,4,2,0,3,3,0,1,2,1,0,0,130,0,4,0,1,11,1,0,0,1,0,0,0,1,0,1,3,1,14,0,0,10.228166797797009,27.777136000000002,17.5
3570-5695-0014,3570,10.54,0.3999999999999999,39.92958,55.043427,FALSE,TRUE,FALSE,4,17,0,0,0,0,0,0,2,0,0,2,1,1,3,0,0,1,0,4,5,0,2,0,0,0,0,146,0,8,0,0,3,1,0,1,0,0,0,0,1,0,0,4,1,17,0,0,14.398422090729785,15.113847,12.5
1580-141084-0011,1580,5,1.1999999999999995,31.0793,59.733376,FALSE,TRUE,FALSE,4,11,0,1,0,0,0,0,2,0,0,1,0,1,1,0,0,1,0,1,1,0,0,6,0,0,0,57,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,14.999999999999996,28.654076,9.5
121-123852-0002,121,17.285,3.715001,15.532011,51.918324,FALSE,TRUE,FALSE,6,13,0,0,1,0,1,1,0,0,0,3,0,0,2,4,1,2,0,2,1,0,0,1,0,0,0,114,0,6,0,1,13,1,0,0,1,0,0,0,1,2,0,1,0,14,0,0,8.400884922688647,36.386313,12.5
8230-279154-0003,8230,3.195,0.8149999999999995,25.37488,56.91875,FALSE,TRUE,FALSE,1,5,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,35,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,14.705882352941174,31.543870000000002,3.5
4077-13751-0004,4077,16.68,2.9799990000000003,48.939465,64.659996,FALSE,TRUE,FALSE,10,20,0,0,0,0,0,0,5,1,0,4,0,1,3,0,1,0,0,2,10,1,0,2,0,0,0,190,0,9,0,1,10,2,0,0,2,0,0,0,1,0,0,1,1,24,0,0,13.868612126378677,15.720531000000008,20
