file,speaker,duration,silence_duration,silence_intensity,s_intensity,no_surrounding_silence,has_s,audio_peaked,primary_environment_count,secondary_environment_count,UWUH_L,sil_HH,sil_F,F_sil,W_UWUH,TH_sil,vowel_vowel,V_sil,sil_TH,vowel_R,Y_vowel,vowel_D_vowel,vowel_L,vowel_sil,sil_DH,vowel_T_vowel,DH_sil,L_vowel,R_vowel,sil_V,Y_UWUH,W_vowel,sil_SSH,AE_R,AY_R,nonsilence_count,ER_R,nasal_vowel,sil_ZZH,AA_R,silence_count,sil_PTK,UH_R,IY_R,AO_R,UW_R,OW_R,AW_R,EH_R,sil_BDG,AH_R,vowel_PK_vowel,vowel_BG_vowel,vowel_nasal,IH_R,EY_R,phones_per_second,snr,weighting
7127-75946-0016,7127,11.21,2.3100000000000014,37.92968,57.056267,FALSE,TRUE,FALSE,7,20,0,1,1,0,0,0,2,0,0,3,0,1,4,1,1,1,0,6,2,0,0,4,0,0,0,108,0,7,0,0,8,1,0,0,3,0,0,0,0,0,0,1,0,11,0,0,12.134831460674159,19.126587,17
5142-36377-0014,5142,25.415,3.245000999999996,31.523796,58.675735,FALSE,TRUE,FALSE,18,56,0,1,0,0,0,0,8,0,0,9,1,2,10,6,0,5,0,11,15,0,2,4,0,0,0,293,0,13,0,2,15,1,0,0,0,0,0,0,4,2,1,4,4,25,2,0,13.216058331802358,27.151939000000002,46
2830-3979-0004,2830,1.945,0.7850000000000001,41.915356,NA,FALSE,FALSE,FALSE,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,17,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14.655172413793105,NA,2.5
2300-131720-0010,2300,10.82,1.999999999999999,0.3864768,63.035595,FALSE,TRUE,FALSE,11,20,0,0,0,0,0,0,5,0,0,6,0,2,4,1,0,3,0,5,2,0,1,2,0,0,0,107,0,2,0,2,8,0,0,0,4,0,0,0,0,0,0,1,1,4,0,0,12.131519274376414,62.649118200000004,21
2300-131720-0013,2300,13.89,1.3499999999999983,10.395556,63.02594,FALSE,TRUE,FALSE,7,25,0,0,0,0,1,0,2,0,0,4,1,2,7,0,0,2,0,7,5,0,1,0,0,0,0,157,1,7,0,0,5,0,1,0,2,0,0,0,0,0,0,1,4,17,0,0,12.519936204146727,52.630384,19.5
3570-5694-0014,3570,11.255,1.305000000000001,29.865662,53.766167,FALSE,TRUE,FALSE,11,20,0,0,0,0,0,0,4,0,0,7,0,1,3,1,0,4,0,6,5,0,0,0,1,0,0,139,0,9,0,3,5,0,0,1,0,0,0,0,3,0,0,2,1,15,0,0,13.969849246231156,23.900505000000003,21
4446-2271-0017,4446,12.26,2.1399999999999992,22.302063,54.678677,FALSE,TRUE,FALSE,11,24,0,3,0,0,0,0,6,0,0,2,1,1,3,1,1,3,0,1,4,0,0,9,0,0,0,155,0,5,0,1,6,0,0,0,1,0,0,0,0,0,0,1,2,15,0,0,15.316205533596836,32.376614000000004,23
7176-92135-0027,7176,2.835,0.3749999999999998,42.150043,58.995117,FALSE,TRUE,FALSE,4,6,0,0,0,0,0,0,1,0,0,3,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,39,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,15.853658536585366,16.845074000000004,7
3575-170457-0049,3575,2.715,0.6549999999999996,38.139454,62.94431,FALSE,TRUE,FALSE,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,33,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,16.01941747572815,24.804856,2.5
4077-13754-0005,4077,17.84,2.9099999999999993,31.473234,64.39131,FALSE,TRUE,FALSE,10,30,0,0,0,0,1,0,3,0,0,6,0,4,1,1,3,4,0,5,6,0,1,5,0,0,0,197,0,11,0,1,9,1,0,1,3,0,0,0,1,0,0,1,1,19,0,0,13.19490957803081,32.918076,25
7729-102255-0020,7729,10.975,1.625,21.26408,58.996914,FALSE,TRUE,FALSE,5,17,0,0,0,0,0,0,3,0,0,2,0,3,3,0,1,1,0,3,4,0,0,2,0,0,0,106,0,8,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,13,1,0,11.336898395721926,37.732834,13.5
3575-170457-0048,3575,5.555,0.995,31.567316,55.5779,FALSE,TRUE,FALSE,3,12,0,1,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,3,3,0,1,1,0,0,0,66,0,2,0,0,3,0,0,1,0,0,0,0,1,0,0,2,0,2,0,0,14.473684210526317,24.010583999999998,9
1221-135767-0022,1221,14.395,2.174999999999999,42.24191,59.462467,FALSE,TRUE,FALSE,10,27,0,0,1,0,0,0,4,1,0,4,0,2,5,1,2,3,0,5,7,0,0,2,0,0,0,166,0,6,0,2,10,0,0,0,1,0,0,0,0,1,0,3,1,13,1,0,13.584288052373157,17.220557,23.5
4507-16021-0032,4507,28.09,4.8100000000000005,30.347506,50.86202,FALSE,TRUE,FALSE,12,31,1,2,0,0,0,0,4,0,0,5,0,3,6,4,3,2,0,4,6,0,0,3,1,0,0,206,0,4,0,1,15,2,1,0,0,0,0,0,3,0,0,2,1,14,0,0,8.848797250859105,20.514514000000002,27.5
8455-210777-0069,8455,8.915,1.364999999999999,35.329575,64.46502,FALSE,TRUE,FALSE,7,21,0,0,0,0,0,0,1,0,0,6,0,1,4,1,0,1,0,2,6,0,2,4,0,0,0,112,0,4,0,2,4,0,1,1,1,0,0,1,0,0,0,2,0,9,0,0,14.834437086092716,29.135444999999997,17.5
1221-135766-0001,1221,16.715,2.335001,41.27074,60.99334,FALSE,TRUE,FALSE,8,22,0,2,1,0,0,0,2,0,0,3,0,1,5,3,0,0,0,6,3,0,0,4,0,0,0,171,0,6,0,0,14,1,0,0,1,0,0,0,1,1,1,2,1,18,0,0,11.891516821385036,19.7226,19
8463-294825-0006,8463,11.135,1.4549999999999994,34.443428,56.343014,FALSE,TRUE,FALSE,7,10,0,1,0,0,0,0,3,0,0,3,1,2,2,1,0,0,0,2,1,0,0,1,0,0,0,112,0,5,0,0,6,0,0,0,1,0,0,0,2,0,0,3,1,13,0,0,11.570247933884298,21.899586,12
1580-141083-0002,1580,6.135,0.9250000000000004,31.245087,54.7734,FALSE,TRUE,FALSE,1,7,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,4,0,0,0,1,0,0,77,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,14.779270633397315,23.528313,4.5
908-31957-0021,908,10.905,2.564999999999998,34.943165,58.68466,FALSE,TRUE,FALSE,6,13,1,0,1,0,0,0,1,0,0,3,1,0,2,1,1,2,0,4,1,0,1,0,0,0,0,91,0,4,0,0,10,1,1,1,0,0,0,0,0,0,0,1,0,8,1,0,10.911270983213427,23.741495,12.5
8230-279154-0041,8230,14.945,1.9950000000000012,25.604298,54.138275,FALSE,TRUE,FALSE,13,21,0,0,0,0,0,0,6,1,0,6,0,1,1,2,2,4,0,2,6,0,0,3,0,0,0,153,0,10,0,1,12,0,0,0,2,0,0,0,1,2,0,2,0,17,2,0,11.814671814671815,28.533977,23.5
4446-2271-0006,4446,2.905,0.4149999999999996,22.527195,NA,FALSE,FALSE,FALSE,4,5,0,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,38,0,3,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,5,1,0,15.261044176706825,NA,6.5
