file,speaker,duration,silence_duration,silence_intensity,s_intensity,no_surrounding_silence,has_s,audio_peaked,primary_environment_count,secondary_environment_count,UWUH_L,sil_HH,sil_F,F_sil,W_UWUH,TH_sil,vowel_vowel,V_sil,sil_TH,vowel_R,Y_vowel,vowel_D_vowel,vowel_L,vowel_sil,sil_DH,vowel_T_vowel,DH_sil,L_vowel,R_vowel,sil_V,Y_UWUH,W_vowel,sil_SSH,AE_R,AY_R,nonsilence_count,ER_R,nasal_vowel,sil_ZZH,AA_R,silence_count,sil_PTK,UH_R,IY_R,AO_R,UW_R,OW_R,AW_R,EH_R,sil_BDG,AH_R,vowel_PK_vowel,vowel_BG_vowel,vowel_nasal,IH_R,EY_R,phones_per_second,snr,weighting
61-70968-0055,61,3.965,0.8349999999999997,45.657955,58.207424,FALSE,TRUE,FALSE,1,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,0,0,3,0,0,0,44,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,14.057507987220447,12.549469000000002,5.5
2961-960-0000,2961,27.18,5.359998999999988,34.41043,51.453075,FALSE,TRUE,FALSE,11,22,0,2,3,0,0,0,5,0,0,1,1,2,3,3,0,0,0,4,7,0,1,1,1,0,0,223,0,11,0,0,20,2,0,0,1,0,0,0,0,1,0,4,0,27,0,0,10.219981199817537,17.042645,22
1188-133604-0011,1188,15.19,3.179999999999999,42.716137,56.57139,FALSE,TRUE,FALSE,9,21,0,0,0,0,0,0,5,0,0,4,0,2,2,1,2,3,0,4,5,0,0,2,0,0,0,150,0,3,0,1,6,0,0,0,0,0,0,0,3,1,0,3,1,14,0,0,12.489592006661114,13.855252999999998,19.5
3729-6852-0040,3729,10.66,1.88,31.780653,51.237556,FALSE,TRUE,FALSE,2,15,0,0,1,0,0,0,0,0,0,1,0,1,1,2,0,1,0,0,4,0,3,3,0,0,0,82,0,2,0,0,5,0,0,0,1,0,0,0,0,1,0,1,0,4,0,0,9.339407744874714,19.456902999999997,9.5
121-127105-0016,121,2.03,0.28999999999999987,9.796248,59.911327,FALSE,TRUE,FALSE,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,25,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,14.367816091954023,50.115079,1.5
3570-5695-0004,3570,10.6,1.0300000000000002,38.64327,57.72106,FALSE,TRUE,FALSE,8,15,0,0,0,0,0,0,5,0,0,3,0,1,2,0,1,5,0,2,2,0,1,1,0,0,0,136,0,7,0,1,4,0,0,0,2,0,0,0,0,0,0,3,0,14,0,0,14.211076280041796,19.07779,15.5
4446-2275-0002,4446,7.675,1.6349999999999998,33.827526,64.42045,FALSE,TRUE,FALSE,1,13,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,3,0,2,2,0,0,1,0,0,0,95,0,4,0,0,6,0,0,1,0,0,0,0,0,1,0,4,0,15,0,0,15.728476821192054,30.592924000000004,7.5
6829-68771-0009,6829,13.115,1.9950000000000008,12.10013,59.68574,FALSE,TRUE,FALSE,9,20,0,0,1,0,1,0,4,1,0,2,0,0,3,1,2,1,0,4,3,0,0,6,0,0,0,135,0,4,0,0,9,0,0,0,1,0,0,0,1,0,0,1,1,14,0,0,12.140287769784173,47.58561,19
7729-102255-0041,7729,12.415,1.504999999999998,21.897688,60.262707,FALSE,TRUE,FALSE,7,21,0,1,0,0,0,0,3,0,0,3,0,1,3,0,3,1,0,2,8,0,0,3,1,0,0,128,1,2,0,0,7,0,0,0,1,0,0,0,1,0,0,0,2,7,0,0,11.732355637030246,38.365019000000004,17.5
2830-3980-0040,2830,2.62,0.74,52.20465,62.319515,FALSE,TRUE,FALSE,1,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,3,0,0,0,0,0,0,28,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,14.893617021276595,10.114865000000002,4.5
