file,speaker,duration,silence_duration,silence_intensity,s_intensity,no_surrounding_silence,has_s,audio_peaked,primary_environment_count,secondary_environment_count,UWUH_L,sil_HH,sil_F,F_sil,W_UWUH,TH_sil,vowel_vowel,V_sil,sil_TH,vowel_R,Y_vowel,vowel_D_vowel,vowel_L,vowel_sil,sil_DH,vowel_T_vowel,DH_sil,L_vowel,R_vowel,sil_V,Y_UWUH,W_vowel,sil_SSH,AE_R,AY_R,nonsilence_count,ER_R,nasal_vowel,sil_ZZH,AA_R,silence_count,sil_PTK,UH_R,IY_R,AO_R,UW_R,OW_R,AW_R,EH_R,sil_BDG,AH_R,vowel_PK_vowel,vowel_BG_vowel,vowel_nasal,IH_R,EY_R,phones_per_second,snr,weighting
1089-134686-0012,1089,11.64,2.119999999999999,27.094719,54.42523,FALSE,TRUE,FALSE,9,19,0,2,0,0,0,0,5,0,0,2,0,0,4,2,0,1,0,6,4,0,1,1,0,0,0,105,0,5,0,1,5,0,0,0,0,0,0,0,0,1,1,1,1,9,0,0,11.02941176470588,27.330510999999998,18.5
7176-92135-0012,7176,16.4,2.0699989999999975,46.628693,58.91097,FALSE,TRUE,FALSE,7,27,0,0,0,0,2,0,4,0,0,1,0,3,7,3,0,2,0,8,2,0,0,2,1,0,0,179,0,9,0,0,12,2,0,0,0,0,0,0,0,2,0,3,0,18,1,0,12.491276169485262,12.282277,20.5
237-126133-0022,237,5.04,0.9600000000000004,27.829746,44.06373,FALSE,TRUE,FALSE,2,11,0,0,0,0,0,0,1,0,0,1,0,2,2,2,0,0,0,3,1,0,0,1,1,0,0,60,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,14.705882352941176,16.233984,7.5
4446-2271-0004,4446,12.01,1.710000000000001,21.682302,52.57456,FALSE,TRUE,FALSE,6,21,0,0,1,1,0,0,3,0,0,1,0,0,3,3,0,3,0,5,3,0,2,2,0,0,0,143,0,4,0,0,7,0,0,0,0,0,0,0,0,2,0,3,0,16,1,0,13.88349514563107,30.892257999999998,16.5
8555-292519-0009,8555,17.965,2.734999999999999,20.062956,54.96442,FALSE,TRUE,FALSE,11,26,0,1,0,0,0,0,5,0,0,5,3,2,4,3,0,3,0,2,4,0,0,5,1,0,0,143,0,1,0,1,9,0,0,0,2,0,0,0,2,0,0,2,1,10,0,0,9.389363099146422,34.901464,24
8455-210777-0003,8455,10.72,2.66,34.897614,61.469536,FALSE,TRUE,FALSE,3,12,0,0,0,1,0,0,1,0,0,1,0,2,2,1,1,1,0,0,4,0,0,1,0,0,0,93,0,6,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,11.538461538461538,26.571922,9
1089-134686-0011,1089,12.445,1.3750000000000002,30.801157,54.10214,FALSE,TRUE,FALSE,6,29,0,1,0,0,0,0,1,0,0,4,0,2,7,0,0,5,0,6,5,0,0,4,0,0,0,136,0,5,0,0,3,0,0,0,1,0,0,0,0,0,3,2,0,11,0,0,12.285456187895212,23.300983,20.5
1580-141083-0050,1580,3.085,0.6349999999999998,31.248016,55.038616,FALSE,TRUE,FALSE,1,6,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,36,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,14.693877551020407,23.790599999999998,4
2300-131720-0021,2300,10.95,1.6500000000000004,-15.380662,61.209343,FALSE,TRUE,FALSE,5,14,0,0,0,0,0,0,4,0,0,1,0,1,4,0,1,0,0,1,4,0,0,3,0,0,0,132,0,3,0,0,4,0,0,0,1,0,0,0,0,0,0,1,1,16,0,0,14.193548387096776,76.59000499999999,12
2300-131720-0007,2300,13.445,2.005000000000003,24.904547,63.80867,FALSE,TRUE,FALSE,8,20,0,1,0,0,0,0,5,0,0,2,0,2,2,0,1,2,0,4,6,0,0,3,0,0,0,125,0,2,0,0,7,1,0,0,0,1,0,0,0,1,0,2,1,8,0,1,10.926573426573428,38.904123,18
7127-75946-0002,7127,13.19,2.03,38.530476,60.36282,FALSE,TRUE,FALSE,7,11,0,1,0,1,0,0,2,0,0,3,0,2,2,0,0,2,0,2,2,0,0,1,0,0,0,148,0,6,0,0,5,0,1,0,2,0,0,0,0,0,0,8,0,20,0,0,13.261648745519713,21.832344,12.5
3570-5696-0001,3570,16.735,1.494999,40.523796,57.687267,FALSE,TRUE,FALSE,8,29,0,0,0,0,0,1,1,0,0,6,0,3,10,2,0,0,0,4,5,0,1,4,0,0,1,224,0,6,0,1,6,0,1,0,1,0,0,0,1,3,1,1,2,23,0,0,14.698161765212483,17.163471,22.5
7176-88083-0001,7176,16.575,2.9650009999999982,38.65858,55.851074,FALSE,TRUE,FALSE,5,32,0,1,1,0,0,0,1,1,0,1,0,3,3,1,1,0,0,9,9,0,0,6,2,0,0,157,0,2,0,0,14,0,0,0,0,0,0,0,0,2,0,2,1,11,1,0,11.535636409672035,17.192493999999996,21
672-122797-0042,672,15.31,7.270000000000001,35.483955,63.339787,FALSE,TRUE,FALSE,7,18,0,1,0,0,0,0,0,0,0,6,0,3,3,3,2,1,0,3,2,0,0,1,0,0,0,89,0,4,0,1,11,0,0,1,1,0,0,0,2,2,1,0,0,8,0,0,11.069651741293534,27.855832,16
7127-75947-0039,7127,10.07,1.4600000000000004,26.009628,60.7821,FALSE,TRUE,FALSE,5,13,0,0,1,0,0,0,0,0,0,4,0,3,2,0,1,0,0,2,4,0,0,1,0,0,0,105,0,2,0,1,5,0,0,0,0,0,0,0,1,0,1,1,0,11,1,0,12.195121951219512,34.772472,11.5
1089-134686-0022,1089,11.175,1.5550000000000006,29.87222,56.243244,FALSE,TRUE,FALSE,3,16,0,1,0,0,0,0,0,0,0,2,0,0,4,0,2,5,0,1,3,0,0,1,0,0,0,117,0,4,0,1,5,0,0,0,0,1,0,0,0,1,0,4,0,9,0,0,12.162162162162161,26.371024,11
237-134500-0022,237,5.165,0.8749999999999993,35.182556,NA,TRUE,FALSE,FALSE,1,17,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,2,0,3,0,0,1,6,0,0,0,65,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,15.151515151515149,NA,9.5
7176-92135-0002,7176,3.415,0.655,33.183594,57.897247,FALSE,TRUE,FALSE,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,42,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,15.217391304347828,24.713653,2.5
5105-28240-0022,5105,4.725,0.9149999999999994,46.121567,65.09016,FALSE,TRUE,FALSE,5,9,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,1,0,2,2,0,1,2,0,0,0,55,0,1,0,0,2,0,0,0,0,0,0,0,2,0,1,2,0,4,0,0,14.435695538057741,18.968593,9.5
5683-32866-0030,5683,4.845,1.235,35.021935,57.473957,FALSE,TRUE,FALSE,1,12,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,3,0,3,0,0,0,0,0,0,0,58,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,16.066481994459835,22.452022,7
3729-6852-0008,3729,23.86,3.3500009999999953,28.57249,49.647476,FALSE,TRUE,FALSE,15,25,0,0,0,0,0,0,11,0,0,4,1,1,5,1,0,1,0,4,8,0,1,3,2,0,0,261,0,12,0,1,8,0,0,0,1,0,0,0,2,0,0,2,3,29,0,0,12.725500376669933,21.074986,27.5
1995-1836-0005,1995,10.9,0.870000000000001,5.000379,58.842644,FALSE,TRUE,FALSE,8,14,1,0,0,0,0,1,2,0,0,4,0,3,1,1,0,1,0,2,4,0,0,2,0,0,0,124,0,8,0,0,5,1,0,0,2,1,0,0,1,0,0,1,0,10,0,0,12.362911266201397,53.842265,15
3570-5694-0016,3570,14.15,1.8100000000000005,-30.148275,54.16815,FALSE,TRUE,FALSE,14,22,0,1,0,0,0,0,7,0,0,6,0,0,3,3,1,3,0,2,9,0,0,1,0,0,0,170,0,8,0,0,9,0,0,0,1,0,0,0,5,0,0,3,1,19,0,0,13.776337115072934,84.316425,25
1089-134686-0006,1089,10.555,1.534999999999998,29.955141,51.624653,FALSE,TRUE,FALSE,5,22,0,0,0,0,0,0,3,0,0,2,0,4,6,1,1,0,0,4,3,0,0,3,0,0,0,98,0,4,0,0,4,1,0,0,1,0,0,0,1,0,0,2,1,10,0,0,10.864745011086473,21.669512,16
