file,speaker,duration,silence_duration,silence_intensity,s_intensity,no_surrounding_silence,has_s,audio_peaked,primary_environment_count,secondary_environment_count,UWUH_L,sil_HH,sil_F,F_sil,W_UWUH,TH_sil,vowel_vowel,V_sil,sil_TH,vowel_R,Y_vowel,vowel_D_vowel,vowel_L,vowel_sil,sil_DH,vowel_T_vowel,DH_sil,L_vowel,R_vowel,sil_V,Y_UWUH,W_vowel,sil_SSH,AE_R,AY_R,nonsilence_count,ER_R,nasal_vowel,sil_ZZH,AA_R,silence_count,sil_PTK,UH_R,IY_R,AO_R,UW_R,OW_R,AW_R,EH_R,sil_BDG,AH_R,vowel_PK_vowel,vowel_BG_vowel,vowel_nasal,IH_R,EY_R,phones_per_second,snr,weighting
237-126133-0006,237,6.15,2.0099999999999993,27.047157,47.644836,FALSE,TRUE,FALSE,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,1,0,0,0,0,0,0,40,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,1,5,0,0,9.661835748792269,20.597679,3.5
2961-961-0021,2961,4.94,1.2100000000000009,19.204819,56.292206,FALSE,TRUE,FALSE,3,5,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,48,0,4,0,0,4,0,0,0,0,0,0,0,0,2,1,2,0,4,0,0,12.8686327077748,37.087387,5.5
4992-41797-0005,4992,3.845,0.7350000000000001,26.376554,52.817486,FALSE,TRUE,FALSE,2,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,35,0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,11.2540192926045,26.440932000000004,3
2094-142345-0042,2094,2.455,0.8350000000000002,47.163715,59.641964,FALSE,TRUE,FALSE,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,21,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,12.962962962962964,12.478248999999998,1.5
8463-294828-0017,8463,9.3,1.510000000000001,31.124517,56.047802,FALSE,TRUE,FALSE,1,10,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,2,2,0,1,1,1,0,0,91,0,4,0,0,8,1,0,0,0,0,0,0,0,1,0,3,0,11,0,0,11.681643132220795,24.923284999999996,6
4446-2275-0040,4446,6.965,1.0349999999999997,32.603718,66.1857,FALSE,TRUE,FALSE,4,11,1,0,0,0,0,0,2,0,0,1,0,0,1,1,1,2,0,2,0,0,3,1,0,0,0,81,0,6,0,1,3,1,0,0,0,0,0,0,0,0,0,1,1,10,0,0,13.659359190556494,33.581981999999996,9.5
2961-961-0010,2961,7.83,1.76,23.798939,56.23499,FALSE,TRUE,FALSE,5,11,0,0,0,0,0,0,3,0,0,2,0,1,2,2,1,1,0,1,3,0,0,0,0,0,0,69,0,2,0,2,8,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,11.367380560131796,32.436051000000006,10.5
5142-33396-0052,5142,5.88,0.48999999999999955,27.188969,55.561565,FALSE,TRUE,FALSE,8,9,0,1,0,0,1,0,1,0,0,5,0,0,0,1,0,0,0,2,5,0,1,0,0,0,0,69,0,2,0,0,4,0,1,2,1,0,0,0,0,0,1,0,0,5,0,0,12.801484230055657,28.372596,12.5
908-157963-0003,908,3.08,0.45000000000000007,44.169243,64.32159,FALSE,TRUE,FALSE,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,25,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9.505703422053232,20.152347,3.5
1580-141084-0049,1580,7.575,1.9650000000000003,32.84062,61.01409,FALSE,TRUE,FALSE,2,14,0,0,0,0,0,0,1,0,0,1,0,0,3,2,0,0,0,3,0,0,3,3,0,0,0,74,0,4,0,0,4,0,1,0,0,0,0,0,0,1,0,1,1,6,0,0,13.190730837789662,28.173470000000002,9
672-122797-0062,672,2.675,1.185,37.831814,57.601097,FALSE,TRUE,FALSE,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,10,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.711409395973155,19.769283,1.5
8463-294825-0015,8463,3.25,0.81,30.167187,42.777817,FALSE,TRUE,FALSE,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,26,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,10.655737704918034,12.61063,3.5
61-70968-0009,61,4.51,1.2999999999999994,47.241398,57.681496,FALSE,TRUE,FALSE,1,6,0,0,0,0,0,0,1,0,0,0,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,29,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,9.034267912772584,10.440098000000006,4
237-126133-0014,237,6.79,0.5899999999999999,28.45028,45.789093,FALSE,TRUE,FALSE,2,10,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,3,3,0,0,0,0,0,0,73,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,11.774193548387096,17.338813000000002,7
3729-6852-0002,3729,8.78,1.8499999999999992,28.225597,57.81162,FALSE,TRUE,FALSE,4,11,1,0,0,0,0,0,2,0,0,1,0,1,0,3,0,2,0,2,2,0,0,1,0,0,0,76,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,2,1,6,0,0,10.966810966810968,29.586022999999997,9.5
1089-134686-0017,1089,8.87,1.4999999999999991,29.469028,53.414196,FALSE,TRUE,FALSE,4,11,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,2,0,4,3,0,0,1,1,0,0,88,0,2,0,0,4,0,0,0,0,0,0,0,1,0,0,2,1,13,0,0,11.940298507462686,23.945167999999995,9.5
4446-2273-0008,4446,7.715,0.9250000000000004,35.012794,61.8793,FALSE,TRUE,FALSE,3,6,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,2,0,0,1,0,0,0,91,0,6,0,0,4,0,0,0,0,1,0,0,0,0,0,1,1,11,1,0,13.402061855670105,26.866506,6
8463-294825-0003,8463,9.935,1.2450000000000012,39.173965,56.6125,FALSE,TRUE,FALSE,4,17,0,0,0,0,0,0,3,0,0,1,1,0,4,1,2,2,0,3,2,0,1,1,0,0,0,106,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,1,2,13,1,0,12.197928653624857,17.438534999999995,12.5
260-123286-0005,260,4.81,1.0599999999999998,19.551258,60.052967,FALSE,TRUE,FALSE,3,6,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,2,1,0,0,1,0,0,0,45,0,2,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,12,40.501709000000005,6
7176-92135-0029,7176,2.985,0.6649999999999999,42.39343,51.227047,FALSE,TRUE,FALSE,1,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,25,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,10.775862068965518,8.833616999999997,3.5
6829-68769-0026,6829,4.64,0.8199999999999998,26.555927,63.14545,FALSE,TRUE,FALSE,2,7,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2,2,0,0,0,0,0,0,48,0,1,0,0,5,0,0,0,0,0,0,0,1,1,0,1,0,7,0,0,12.565445026178011,36.589523,5.5
5639-40744-0008,5639,2.215,0.7449999999999999,12.2420025,NA,FALSE,FALSE,FALSE,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,17,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11.564625850340136,NA,3
4992-23283-0006,4992,2.965,0.845,20.862698,55.27046,FALSE,TRUE,FALSE,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,11.320754716981131,34.407762,1.5
