file,speaker,duration,silence_duration,silence_intensity,s_intensity,no_surrounding_silence,has_s,audio_peaked,primary_environment_count,secondary_environment_count,UWUH_L,sil_HH,sil_F,F_sil,W_UWUH,TH_sil,vowel_vowel,V_sil,sil_TH,vowel_R,Y_vowel,vowel_D_vowel,vowel_L,vowel_sil,sil_DH,vowel_T_vowel,DH_sil,L_vowel,R_vowel,sil_V,Y_UWUH,W_vowel,sil_SSH,AE_R,AY_R,nonsilence_count,ER_R,nasal_vowel,sil_ZZH,AA_R,silence_count,sil_PTK,UH_R,IY_R,AO_R,UW_R,OW_R,AW_R,EH_R,sil_BDG,AH_R,vowel_PK_vowel,vowel_BG_vowel,vowel_nasal,IH_R,EY_R,phones_per_second,snr,weighting
4507-16021-0057,4507,4.61,1.4100000000000006,31.406218,52.47298,FALSE,TRUE,FALSE,1,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,25,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,7.812500000000001,21.066762,2.5
4446-2273-0016,4446,9.645,1.3450000000000009,29.588804,60.655857,FALSE,TRUE,FALSE,5,13,0,1,0,0,0,0,2,0,0,2,0,0,4,0,0,1,0,5,3,0,0,0,0,0,0,109,0,2,0,0,5,0,0,0,0,0,0,0,2,0,0,2,4,8,0,0,13.13253012048193,31.067052999999998,11.5
1089-134686-0032,1089,4.09,1.13,27.705713,55.033833,FALSE,TRUE,FALSE,4,6,0,1,0,0,0,0,3,0,0,0,0,0,2,1,1,0,0,1,0,0,1,0,0,0,0,31,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,10.472972972972974,27.328120000000002,7
237-126133-0019,237,7.12,1.03,23.872105,50.63182,FALSE,TRUE,FALSE,5,8,1,0,0,0,0,0,2,0,0,2,0,0,2,2,0,2,0,1,0,0,1,0,0,0,0,77,0,6,0,0,5,0,0,1,0,0,0,0,0,1,0,0,1,7,1,0,12.64367816091954,26.759714999999996,9
4992-23283-0013,4992,6.63,1.63,27.225672,56.509666,FALSE,TRUE,FALSE,2,9,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,2,0,1,2,0,0,1,0,0,0,50,0,5,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,10,29.283994000000003,6.5
1580-141083-0004,1580,4.515,0.7849999999999998,31.945456,55.5991,FALSE,TRUE,FALSE,5,9,0,0,0,0,0,0,3,0,0,2,0,1,2,0,0,2,0,3,1,0,0,0,0,0,0,50,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,13.404825737265416,23.653644,9.5
5683-32879-0009,5683,5.135,1.265,35.356075,60.317104,FALSE,TRUE,FALSE,1,7,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,44,0,3,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,5,1,0,11.369509043927648,24.961029000000003,4.5
3575-170457-0044,3575,9.72,1.8500000000000016,37.535107000000004,56.03235,FALSE,TRUE,FALSE,5,12,0,0,0,0,0,0,4,0,0,1,0,1,1,1,0,3,0,2,1,0,1,2,0,0,0,104,0,4,0,0,4,0,0,0,0,0,0,0,1,0,0,2,1,14,0,0,13.214739517153749,18.497242999999997,11
4970-29095-0023,4970,3.905,0.885,17.680658,56.851723,FALSE,TRUE,FALSE,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,34,0,1,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,11.258278145695366,39.171065,4
8555-284449-0018,8555,7.03,1.1399999999999997,25.400597,56.74604,FALSE,TRUE,FALSE,4,9,0,0,0,0,0,0,0,0,0,4,0,0,3,1,0,2,0,1,1,0,1,0,1,0,0,74,0,1,0,0,5,0,0,0,2,0,0,0,1,1,1,2,0,4,0,0,12.563667232597622,31.345443,8.5
