file,speaker,duration,silence_duration,silence_intensity,s_intensity,no_surrounding_silence,has_s,audio_peaked,primary_environment_count,secondary_environment_count,UWUH_L,sil_HH,sil_F,F_sil,W_UWUH,TH_sil,vowel_vowel,V_sil,sil_TH,vowel_R,Y_vowel,vowel_D_vowel,vowel_L,vowel_sil,sil_DH,vowel_T_vowel,DH_sil,L_vowel,R_vowel,sil_V,Y_UWUH,W_vowel,sil_SSH,AE_R,AY_R,nonsilence_count,ER_R,nasal_vowel,sil_ZZH,AA_R,silence_count,sil_PTK,UH_R,IY_R,AO_R,UW_R,OW_R,AW_R,EH_R,sil_BDG,AH_R,vowel_PK_vowel,vowel_BG_vowel,vowel_nasal,IH_R,EY_R,phones_per_second,snr,weighting
5639-40744-0010,5639,4.12,0.6500000000000001,8.971881,52.32784,FALSE,TRUE,FALSE,4,7,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,1,0,1,2,0,2,0,0,0,0,42,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,12.103746397694525,43.355959,7.5
260-123288-0017,260,5.225,1.075,14.022047,57.990665,FALSE,TRUE,FALSE,3,6,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,2,0,0,1,0,0,0,57,0,2,0,0,4,1,0,0,0,0,0,0,1,0,0,1,1,7,0,0,13.734939759036147,43.968618,6
1580-141083-0016,1580,4.255,1.5349999999999997,34.55805,63.11213,FALSE,TRUE,FALSE,4,8,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,1,1,0,3,1,0,0,0,38,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,2,0,3,0,0,13.970588235294116,28.55408,8
8230-279154-0030,8230,7.28,1.2300000000000002,34.830544,55.64096,FALSE,TRUE,FALSE,2,12,0,0,0,0,0,0,2,0,0,0,0,0,4,3,0,0,0,5,0,0,0,0,1,0,0,60,0,8,0,0,7,0,0,0,0,0,0,0,0,1,0,0,1,8,0,0,9.917355371900827,20.810415999999996,8
8455-210777-0023,8455,4.73,1.1000000000000008,33.234417,63.954372,FALSE,TRUE,FALSE,2,8,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,3,0,0,0,49,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,13.498622589531681,30.719955,6
672-122797-0046,672,4.715,1.1550000000000002,36.954937,NA,FALSE,FALSE,FALSE,2,5,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,26,0,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7.3033707865168545,NA,4.5
8555-292519-0013,8555,4.185,1.0249999999999992,16.93836,55.912727,FALSE,TRUE,FALSE,1,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,2,0,0,1,0,0,0,37,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,11.708860759493671,38.974367,4.5
1284-1180-0027,1284,3.27,0.48,37.812263,57.930443,FALSE,TRUE,FALSE,2,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,32,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,11.469534050179211,20.118179999999995,3.5
6930-75918-0009,6930,7.28,0.8799999999999994,36.28786,62.677944,FALSE,TRUE,FALSE,4,8,1,0,0,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,4,0,1,0,0,0,0,74,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,11.5625,26.390083999999995,8
5105-28240-0017,5105,5.665,1.235,39.73809,59.251255,FALSE,TRUE,FALSE,4,6,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,1,0,1,2,0,0,0,2,0,0,55,0,3,0,0,4,0,0,0,1,0,0,0,0,0,0,1,1,6,1,0,12.415349887133184,19.513165,7
7127-75947-0033,7127,8.865,1.9450000000000005,22.243736,57.32499,FALSE,TRUE,FALSE,5,16,0,1,0,0,0,0,2,0,0,2,0,1,3,3,1,1,0,4,2,0,1,0,1,0,0,74,0,3,0,1,7,0,0,0,0,0,0,0,1,0,0,2,1,5,0,0,10.69364161849711,35.081254,13
61-70968-0021,61,2.69,0.6099999999999998,47.766117,61.197163,FALSE,TRUE,FALSE,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,26,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,12.5,13.431046000000002,3
3570-5696-0007,3570,9.5,0.45999999999999974,-57.807243,54.14352,FALSE,TRUE,FALSE,5,15,0,0,0,0,0,0,2,0,0,3,0,1,1,1,1,2,0,1,3,0,2,3,0,0,0,117,0,7,0,0,4,0,0,0,2,0,0,0,1,0,0,3,0,11,0,0,12.942477876106194,111.950763,12.5
8463-287645-0006,8463,7.71,0.9900000000000002,34.344433,54.157,FALSE,TRUE,FALSE,4,11,0,0,0,0,0,0,3,0,0,1,0,1,2,0,1,2,0,2,1,0,0,2,0,0,0,88,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,13.095238095238095,19.812566999999994,9.5
1284-1180-0003,1284,4.835,0.49500000000000033,32.226677,55.606216,FALSE,TRUE,FALSE,4,12,0,0,1,0,0,0,2,0,0,1,0,0,3,0,0,1,0,4,1,0,1,2,0,0,0,57,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,13.133640552995391,23.379539,10
5142-33396-0000,5142,2.005,0.3949999999999998,27.338179,50.363167,FALSE,TRUE,FALSE,1,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,19,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11.801242236024844,23.024987999999997,3
672-122797-0033,672,1.285,0.595,43.155815,71.28433,FALSE,TRUE,FALSE,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.695652173913045,28.128515,2
260-123286-0008,260,3.735,0.7850000000000001,15.020743,57.926117,FALSE,TRUE,FALSE,3,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,36,0,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,3,0,0,12.203389830508476,42.905373999999995,4.5
1089-134686-0030,1089,2.715,0.4950000000000001,38.64602,54.188206,FALSE,TRUE,FALSE,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,21,0,2,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,9.45945945945946,15.542186000000001,2
8455-210777-0034,8455,7.7,2.100000000000001,36.108303,64.09059,FALSE,TRUE,FALSE,4,18,0,0,0,0,0,0,0,0,0,4,0,3,3,1,0,3,0,2,3,0,2,1,0,0,0,77,0,3,0,1,5,0,1,0,2,0,0,0,0,1,0,0,3,4,0,0,13.75,27.982287000000007,13
6930-75918-0007,6930,3.315,1.285,38.977642,NA,FALSE,FALSE,FALSE,1,8,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,1,3,0,0,0,25,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12.315270935960589,NA,5
1284-1181-0019,1284,3.2,0.38000000000000017,44.376613999999996,64.37101,FALSE,TRUE,FALSE,5,3,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,39,0,5,0,1,2,0,0,0,1,0,0,0,1,0,0,0,1,6,0,0,13.829787234042554,19.994396000000002,6.5
2830-3980-0064,2830,2.88,0.8199999999999998,51.81481,62.756023,FALSE,TRUE,FALSE,3,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,26,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12.62135922330097,10.941212999999998,4
8463-294828-0015,8463,4.88,1.729999999999999,37.34619,59.85414,FALSE,TRUE,FALSE,1,4,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,1,0,3,1,0,9.206349206349204,22.50795,3
908-157963-0014,908,4.52,1.0999999999999994,33.520775,64.47665,FALSE,TRUE,FALSE,3,7,0,0,0,0,0,0,1,1,0,1,0,0,3,0,1,1,0,2,0,0,0,0,0,0,0,37,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,10.818713450292398,30.955875000000006,6.5
5683-32866-0020,5683,3.93,0.6700000000000002,34.996845,54.54193,FALSE,TRUE,FALSE,3,5,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,39,0,4,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,4,0,0,11.96319018404908,19.545085,5.5
6829-68771-0028,6829,3.555,0.29500000000000004,27.62726,58.612965,FALSE,TRUE,FALSE,4,5,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,43,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13.190184049079754,30.985705000000003,6.5
1580-141083-0012,1580,7.065,0.6750000000000007,34.112194,58.17934,FALSE,TRUE,FALSE,2,16,0,0,0,0,0,0,1,0,0,1,0,1,3,0,0,3,0,7,0,0,0,2,0,0,0,84,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,6,0,0,13.145539906103288,24.067146,10
5142-36377-0023,5142,5.79,0.3799999999999998,21.535446,56.919735,FALSE,TRUE,FALSE,3,12,0,1,0,0,0,0,1,0,0,1,1,0,1,2,0,0,0,0,2,0,2,4,0,0,0,65,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,12.014787430683919,35.384289,9
6930-76324-0027,6930,8.27,0.7299999999999999,43.876434,64.12833,FALSE,TRUE,FALSE,7,10,0,0,1,0,0,0,2,0,0,4,0,0,3,2,0,1,0,0,2,0,0,2,0,0,0,90,0,7,0,0,3,1,0,0,1,0,0,0,2,0,0,2,1,10,1,0,11.936339522546419,20.251896000000002,12
7021-85628-0023,7021,9.03,1.4799999999999986,17.84552,57.90419,FALSE,TRUE,FALSE,2,10,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,4,0,1,2,0,0,0,87,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,2,1,5,0,0,11.52317880794702,40.05867,7
4507-16021-0036,4507,5.435,1.494999999999998,30.245918,50.08477,FALSE,TRUE,FALSE,6,4,0,1,2,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,31,0,1,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,7.8680203045685255,19.838852,8
1320-122617-0019,1320,8.23,1.260000000000001,38.1372,60.673943,FALSE,TRUE,FALSE,3,13,0,0,0,0,0,0,1,0,0,2,1,2,1,1,0,2,0,2,3,0,0,1,0,0,0,91,0,5,0,0,5,0,0,0,1,0,0,0,0,1,1,1,1,12,0,0,13.055954088952655,22.536743,9.5
7176-92135-0020,7176,7.165,2.055,44.03989,57.829178,FALSE,TRUE,FALSE,6,10,0,2,0,0,0,0,3,0,0,1,1,0,4,1,0,0,0,2,1,0,1,0,0,0,0,59,0,3,0,0,7,1,0,0,1,0,0,0,0,2,0,1,2,5,0,0,11.545988258317026,13.789287999999999,11
1089-134691-0000,1089,2.085,0.865,34.251606,NA,FALSE,FALSE,FALSE,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,15,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12.295081967213115,NA,3
7729-102255-0012,7729,4.075,0.43500000000000005,21.291939,55.83967,FALSE,TRUE,FALSE,2,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,3,0,0,0,1,0,0,48,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,13.186813186813186,34.547731,4.5
4507-16021-0007,4507,2.63,0.6,26.358187,52.67047,FALSE,TRUE,FALSE,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,16,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7.881773399014779,26.312283,2
7176-88083-0019,7176,5.81,0.69,45.39402,NA,FALSE,FALSE,FALSE,2,9,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,3,1,0,1,1,0,0,0,61,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,11.914062500000002,NA,6.5
61-70968-0052,61,2.65,0.4599999999999999,48.179474,59.4457,FALSE,TRUE,FALSE,3,5,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,29,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,13.242009132420092,11.266226000000003,5.5
121-121726-0006,121,3.895,1.3949999999999998,-110.18653,52.810196,FALSE,TRUE,FALSE,3,7,0,1,0,0,0,0,1,0,0,1,0,1,2,1,1,1,0,1,0,0,0,0,0,0,0,23,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.2,162.996726,6.5
