file,speaker,duration,silence_duration,silence_intensity,s_intensity,no_surrounding_silence,has_s,audio_peaked,primary_environment_count,secondary_environment_count,UWUH_L,sil_HH,sil_F,F_sil,W_UWUH,TH_sil,vowel_vowel,V_sil,sil_TH,vowel_R,Y_vowel,vowel_D_vowel,vowel_L,vowel_sil,sil_DH,vowel_T_vowel,DH_sil,L_vowel,R_vowel,sil_V,Y_UWUH,W_vowel,sil_SSH,AE_R,AY_R,nonsilence_count,ER_R,nasal_vowel,sil_ZZH,AA_R,silence_count,sil_PTK,UH_R,IY_R,AO_R,UW_R,OW_R,AW_R,EH_R,sil_BDG,AH_R,vowel_PK_vowel,vowel_BG_vowel,vowel_nasal,IH_R,EY_R,phones_per_second,snr,weighting
1995-1837-0011,1995,3.375,0.7550000000000001,14.644924,57.53178,FALSE,TRUE,FALSE,5,3,0,2,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,31,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.83206106870229,42.886855999999995,6.5
4992-41797-0003,4992,2.835,0.855,24.81828,51.200726,FALSE,TRUE,FALSE,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,23,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,11.616161616161616,26.382446,1
5142-33396-0008,5142,2.11,0.2599999999999999,25.205225,NA,FALSE,FALSE,FALSE,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,20,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,10.81081081081081,NA,3.5
4446-2275-0033,4446,7.06,0.95,35.322346,63.685947,FALSE,TRUE,FALSE,4,9,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,5,0,0,1,0,1,2,0,0,0,74,0,10,0,1,4,0,0,0,0,0,0,0,0,0,0,1,2,10,0,0,12.111292962356794,28.363600999999996,8.5
1995-1837-0003,1995,7.36,0.3300000000000003,40.793922,55.68192,FALSE,TRUE,FALSE,1,22,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,3,0,9,3,0,0,1,0,0,0,87,0,4,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,12,0,0,12.375533428165006,14.887997999999996,12
3575-170457-0018,3575,2.92,1.5399999999999998,35.322475,57.46494,FALSE,TRUE,FALSE,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,14,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.144927536231883,22.142465,2.5
8463-294828-0018,8463,2.945,1.2150000000000003,35.95234,NA,FALSE,FALSE,FALSE,1,8,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,3,0,0,0,20,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.5606936416185,NA,5
260-123440-0009,260,3.115,0.6850000000000004,2.5197225,NA,FALSE,FALSE,FALSE,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,27,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11.111111111111112,NA,2.5
8555-284449-0014,8555,2.155,0.5749999999999997,18.716618,NA,FALSE,FALSE,FALSE,3,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,18,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,11.39240506329114,NA,5
2830-3980-0041,2830,4.89,1.2599999999999996,51.651535,62.426846,FALSE,TRUE,FALSE,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,44,0,2,0,0,4,1,0,0,0,0,0,0,0,1,1,2,0,7,0,0,12.121212121212121,10.775310999999995,2.5
