file,speaker,duration,silence_duration,silence_intensity,s_intensity,no_surrounding_silence,has_s,audio_peaked,primary_environment_count,secondary_environment_count,UWUH_L,sil_HH,sil_F,F_sil,W_UWUH,TH_sil,vowel_vowel,V_sil,sil_TH,vowel_R,Y_vowel,vowel_D_vowel,vowel_L,vowel_sil,sil_DH,vowel_T_vowel,DH_sil,L_vowel,R_vowel,sil_V,Y_UWUH,W_vowel,sil_SSH,AE_R,AY_R,nonsilence_count,ER_R,nasal_vowel,sil_ZZH,AA_R,silence_count,sil_PTK,UH_R,IY_R,AO_R,UW_R,OW_R,AW_R,EH_R,sil_BDG,AH_R,vowel_PK_vowel,vowel_BG_vowel,vowel_nasal,IH_R,EY_R,phones_per_second,snr,weighting
8230-279154-0043,8230,24.485,3.7550069999999978,32.439175,56.73338,FALSE,TRUE,FALSE,12,36,0,1,0,0,0,0,3,1,0,7,0,2,6,1,2,2,0,5,10,0,0,8,0,0,0,236,0,11,0,3,19,0,0,0,3,0,0,0,1,1,0,5,2,21,0,0,11.384470800351934,24.294204999999998,30
8555-284447-0010,8555,12.93,2.4399999999999986,14.2610855,53.929398,FALSE,TRUE,FALSE,11,25,2,0,0,0,0,0,4,0,0,5,0,1,3,2,2,3,0,3,7,0,2,2,0,0,1,125,0,7,0,0,9,2,1,0,0,1,0,0,1,0,0,1,2,10,1,0,11.916110581506194,39.6683125,23.5
1320-122617-0028,1320,15.995,2.094999999999998,37.960274,59.968555,FALSE,TRUE,FALSE,7,26,0,0,0,0,0,0,3,1,0,3,0,2,5,0,0,8,0,5,6,0,0,0,0,0,0,180,0,9,0,1,7,0,0,0,1,0,0,0,1,1,0,4,2,16,0,0,12.949640287769782,22.008281000000004,20
3729-6852-0017,3729,17.99,2.9099999999999984,28.955557,54.815987,FALSE,TRUE,FALSE,14,26,0,0,0,0,0,0,8,0,0,6,0,3,3,2,0,3,0,3,8,0,0,4,0,1,0,167,1,10,0,0,5,0,0,0,1,0,0,0,2,1,1,3,1,19,0,0,11.074270557029177,25.86043,27
4970-29093-0017,4970,2.865,0.8350000000000002,4.837294,56.758118,FALSE,TRUE,FALSE,2,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,30,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,14.778325123152708,51.920824,4
7176-88083-0007,7176,14.3,1.5800000000000023,37.417873,57.947407,FALSE,TRUE,FALSE,7,20,0,1,0,0,0,0,0,0,0,6,0,1,2,1,1,2,0,1,5,0,0,7,0,0,0,146,0,4,0,0,8,1,0,1,4,0,0,0,0,1,0,2,0,11,1,0,11.477987421383649,20.529533999999998,17
1221-135767-0023,1221,16.27,2.3099999999999983,41.96961,59.916508,FALSE,TRUE,FALSE,11,33,1,0,0,0,0,0,5,0,0,5,0,1,7,3,3,2,0,7,8,0,1,1,1,0,0,183,0,6,0,1,9,1,0,0,0,2,0,0,1,0,1,4,3,13,0,0,13.10888252148997,17.946897999999997,27.5
61-70968-0054,61,7.86,0.8300000000000005,46.468155,60.378197,FALSE,TRUE,FALSE,4,11,0,0,0,0,0,0,1,0,0,3,0,2,1,1,0,1,0,1,5,0,0,0,0,0,0,103,0,5,0,0,2,0,0,0,0,0,0,0,3,0,0,1,1,8,0,0,14.651493598862022,13.910041999999997,9.5
1188-133604-0028,1188,19.005,5.635001000000003,33.30408,56.53777,FALSE,TRUE,FALSE,9,27,1,1,0,0,0,0,3,0,0,4,0,3,5,2,0,0,0,10,3,0,1,3,0,0,1,167,0,5,0,1,13,0,0,1,1,0,0,0,0,1,0,0,0,15,0,0,12.490651644775744,23.233690000000003,22.5
3575-170457-0004,3575,3.105,0.885,35.36369,58.63495,FALSE,TRUE,FALSE,0,11,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,2,1,0,2,1,0,0,0,37,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,16.666666666666668,23.271260000000005,5.5
908-157963-0019,908,21.44,4.620002000000001,41.81416,54.353035,FALSE,TRUE,FALSE,8,27,0,1,0,1,0,0,1,1,0,4,0,0,6,3,2,3,0,6,4,0,0,3,0,0,0,152,0,5,0,0,14,5,0,0,2,0,0,0,1,0,1,3,0,20,0,0,9.036861954442564,12.538874999999997,21.5
6930-81414-0001,6930,17.485,2.655000999999996,44.517002,67.37524,FALSE,TRUE,FALSE,4,20,0,2,0,1,0,1,0,0,0,0,0,3,4,2,1,2,0,4,3,0,0,1,0,0,0,142,0,6,0,0,11,0,0,0,0,0,0,0,0,1,0,2,1,16,0,0,9.57518608059245,22.858238000000007,14
4077-13751-0015,4077,13.475,2.0649999999999986,48.286934,62.338474,FALSE,TRUE,FALSE,8,20,0,0,1,0,0,0,3,0,0,4,0,3,6,2,0,4,0,4,1,0,0,0,0,0,0,145,0,6,0,0,7,0,0,1,3,0,0,0,0,0,0,2,1,16,0,0,12.70815074496056,14.051539999999996,18
1221-135767-0016,1221,15.255,1.795,40.6508,58.020676,FALSE,TRUE,FALSE,9,24,0,0,0,1,0,0,4,0,0,4,0,3,5,0,0,4,0,5,5,0,1,1,1,0,0,181,0,10,0,0,8,0,0,0,0,0,0,0,2,2,1,0,2,17,1,0,13.447251114413074,17.369876000000005,21
5142-36377-0017,5142,4.685,0.32500000000000007,-49.216553,60.952766,FALSE,TRUE,FALSE,4,9,0,0,0,0,0,0,3,0,0,1,0,0,2,1,1,1,0,1,1,0,0,2,0,0,0,65,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,8,1,0,14.908256880733948,110.169319,8.5
7127-75946-0022,7127,10.94,0.9999999999999988,38.902306,61.263638,FALSE,TRUE,FALSE,3,13,0,0,0,0,0,0,1,0,0,2,1,1,5,0,0,2,0,1,2,0,0,1,1,0,0,112,0,5,0,0,3,0,0,0,2,0,0,0,0,0,0,2,0,6,0,0,11.267605633802816,22.361331999999997,9.5
2300-131720-0022,2300,13.665,2.1050000000000004,-34.660732,63.280056,FALSE,TRUE,FALSE,6,11,0,1,0,0,0,0,3,0,0,2,0,1,2,0,0,1,0,2,3,0,0,2,0,0,0,150,0,8,0,0,8,0,0,0,1,0,0,0,0,1,1,4,0,23,0,0,12.975778546712805,97.940788,11.5
6829-68771-0026,6829,2.125,0.7249999999999999,27.36278,57.913002,FALSE,TRUE,FALSE,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,14.285714285714285,30.550221999999998,2
121-123859-0000,121,17.39,4.399999000000005,10.160345,55.706913,FALSE,TRUE,FALSE,8,18,0,0,0,0,0,0,1,2,0,5,1,0,5,3,1,0,0,1,5,0,1,1,0,0,0,109,0,11,0,1,14,2,0,0,4,0,0,0,0,0,0,0,0,15,0,0,8.391069407923835,45.546568,17
5639-40744-0038,5639,13.8,2.4000000000000035,15.802729,50.864204,FALSE,TRUE,FALSE,10,17,1,1,0,0,0,0,4,0,0,4,0,1,2,1,0,2,0,4,4,0,1,2,0,0,0,148,0,4,0,1,7,0,0,0,0,0,0,0,2,0,0,3,1,10,1,0,12.98245614035088,35.061475,18.5
4446-2273-0018,4446,3.4,0.6599999999999997,30.460796,59.615,FALSE,TRUE,FALSE,3,6,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,1,2,0,0,0,39,0,1,0,0,2,0,0,0,0,1,0,0,1,1,0,0,1,3,0,0,14.233576642335766,29.154204000000004,6
1221-135766-0005,1221,16.645,2.084999,39.877884,60.817333,FALSE,TRUE,FALSE,15,32,0,2,1,0,0,1,4,1,0,6,0,2,10,2,0,1,0,5,7,0,0,5,0,0,1,186,0,5,0,0,10,0,1,0,0,0,0,0,1,2,0,3,2,18,3,0,12.774724397340357,20.939448999999996,31
1580-141084-0039,1580,4.885,0.8249999999999996,31.457052,62.512173,FALSE,TRUE,FALSE,2,4,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,58,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,14.285714285714285,31.055120999999996,4
1221-135767-0003,1221,18.63,2.1100009999999987,40.362087,59.91391,FALSE,TRUE,FALSE,12,39,0,0,0,1,0,0,4,0,0,7,0,4,7,3,1,6,0,8,6,0,1,3,0,0,0,205,0,9,0,2,9,0,0,0,2,0,0,0,0,1,1,8,0,17,2,0,12.409201719685335,19.551823,31.5
