file,speaker,duration,silence_duration,silence_intensity,s_intensity,no_surrounding_silence,has_s,audio_peaked,primary_environment_count,secondary_environment_count,UWUH_L,sil_HH,sil_F,F_sil,W_UWUH,TH_sil,vowel_vowel,V_sil,sil_TH,vowel_R,Y_vowel,vowel_D_vowel,vowel_L,vowel_sil,sil_DH,vowel_T_vowel,DH_sil,L_vowel,R_vowel,sil_V,Y_UWUH,W_vowel,sil_SSH,AE_R,AY_R,nonsilence_count,ER_R,nasal_vowel,sil_ZZH,AA_R,silence_count,sil_PTK,UH_R,IY_R,AO_R,UW_R,OW_R,AW_R,EH_R,sil_BDG,AH_R,vowel_PK_vowel,vowel_BG_vowel,vowel_nasal,IH_R,EY_R,phones_per_second,snr,weighting
237-134500-0028,237,4.5249375,1.214938,30.005342,56.256386,FALSE,TRUE,FALSE,3,7,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,1,2,0,1,1,1,0,0,39,0,2,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,11.782479121220412,26.251044,6.5
4446-2273-0023,4446,6.1,1.1099999999999994,29.457031,60.75518,FALSE,TRUE,FALSE,4,7,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,3,0,0,0,0,0,0,64,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,12.825651302605209,31.298149000000002,7.5
8230-279154-0035,8230,7.555,1.465,28.445044,58.8073,FALSE,TRUE,FALSE,2,13,0,0,0,0,0,0,1,0,0,1,1,1,4,1,1,1,0,3,1,0,0,0,0,0,0,58,0,3,0,0,7,0,0,0,0,0,0,0,1,0,0,1,1,5,0,0,9.523809523809524,30.362256,8.5
7176-88083-0002,7176,7.51,1.1499999999999992,38.924904,58.167583,FALSE,TRUE,FALSE,5,9,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,4,0,0,3,0,0,0,64,1,1,0,1,7,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,10.062893081761006,19.242679000000003,9.5
908-31957-0014,908,7.56,2.0999999999999988,34.72018,52.46648,FALSE,TRUE,FALSE,5,5,0,0,1,0,0,0,0,1,0,3,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,51,0,5,0,0,7,1,0,1,0,0,0,0,1,0,1,1,0,5,0,0,9.34065934065934,17.746299999999998,7.5
4507-16021-0018,4507,3.375,0.9450000000000004,28.212883,53.786816,FALSE,TRUE,FALSE,1,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,1,1,0,0,23,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,9.465020576131689,25.573933,4
1995-1826-0023,1995,8.14,1.990000000000001,34.12019,53.03718,FALSE,TRUE,FALSE,2,7,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,3,0,0,0,0,0,0,59,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,1,7,0,0,9.59349593495935,18.91699,5.5
672-122797-0035,672,2.9,0.65,36.40302,62.94543,FALSE,TRUE,FALSE,1,8,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,2,1,0,0,1,0,0,0,22,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,9.777777777777779,26.542410000000004,5
7127-75946-0021,7127,3.355,1.2649999999999997,39.58558,65.52652,FALSE,TRUE,FALSE,1,8,0,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,26,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,12.440191387559807,25.940940000000005,5
2094-142345-0029,2094,8.525,1.915,57.727146,68.1359,FALSE,TRUE,FALSE,4,13,0,1,0,0,0,0,2,0,0,1,0,1,3,1,0,1,0,3,3,0,0,1,1,0,0,79,0,4,0,0,6,0,0,0,1,0,0,0,0,1,0,0,2,8,0,0,11.951588502269288,10.408754000000009,10.5
237-134500-0004,237,2.225,0.675,35.071663,61.810013,FALSE,TRUE,FALSE,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,21,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13.548387096774194,26.738349999999997,2.5
