file,speaker,duration,silence_duration,silence_intensity,s_intensity,no_surrounding_silence,has_s,audio_peaked,primary_environment_count,secondary_environment_count,UWUH_L,sil_HH,sil_F,F_sil,W_UWUH,TH_sil,vowel_vowel,V_sil,sil_TH,vowel_R,Y_vowel,vowel_D_vowel,vowel_L,vowel_sil,sil_DH,vowel_T_vowel,DH_sil,L_vowel,R_vowel,sil_V,Y_UWUH,W_vowel,sil_SSH,AE_R,AY_R,nonsilence_count,ER_R,nasal_vowel,sil_ZZH,AA_R,silence_count,sil_PTK,UH_R,IY_R,AO_R,UW_R,OW_R,AW_R,EH_R,sil_BDG,AH_R,vowel_PK_vowel,vowel_BG_vowel,vowel_nasal,IH_R,EY_R,phones_per_second,snr,weighting
5142-36586-0000,5142,3.65,0.7399999999999998,6.270152,57.930264,FALSE,TRUE,FALSE,2,6,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,2,0,1,1,0,0,0,0,0,0,45,0,6,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,15.463917525773196,51.660112,5
3570-5695-0001,3570,14.715,1.7249999999999994,39.2132,54.285057,FALSE,TRUE,FALSE,13,32,0,1,0,2,1,0,4,0,0,5,0,3,6,0,2,5,0,6,4,0,0,6,0,0,0,191,0,5,0,1,6,0,0,0,2,0,0,0,2,0,0,2,1,16,0,0,14.7036181678214,15.071857000000001,29
7176-88083-0011,7176,10.06,1.599999999999999,37.18886,57.72259,FALSE,TRUE,FALSE,4,12,0,3,0,0,1,0,0,0,0,0,0,0,4,0,1,1,0,2,2,0,0,2,0,0,0,114,0,2,0,0,9,2,0,0,0,0,0,0,0,0,0,0,1,9,0,0,13.475177304964538,20.53373,10
6829-68771-0001,6829,10.355,1.3449999999999986,26.9058,59.571545,FALSE,TRUE,FALSE,4,12,0,1,0,0,0,0,2,0,0,1,0,0,4,0,0,1,0,2,1,0,0,4,0,0,0,131,0,5,0,0,5,0,0,0,0,0,0,0,1,0,0,4,1,10,0,0,14.539400665926745,32.665745,10
8455-210777-0059,8455,5.535,0.905,35.68805,63.943882,FALSE,TRUE,FALSE,4,10,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,3,3,0,0,0,73,0,3,0,0,3,0,2,0,0,0,0,0,0,1,0,2,0,9,0,0,15.766738660907128,28.255832000000005,9
61-70968-0016,61,3.72,0.7500000000000004,48.542797,59.397278,FALSE,TRUE,FALSE,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,5,0,0,14.47811447811448,10.854481,2.5
1089-134686-0018,1089,15.72,2.18,28.752636,52.875607,FALSE,TRUE,FALSE,8,24,0,0,0,0,0,0,3,0,0,5,0,1,3,2,2,2,0,6,6,0,1,1,0,0,0,153,0,4,0,0,9,0,1,1,1,0,0,0,1,0,1,0,0,20,0,0,11.299852289512554,24.122971000000003,20
6829-68769-0025,6829,5.735,0.8650000000000004,28.945454,61.390423,FALSE,TRUE,FALSE,6,11,0,0,0,0,1,0,4,0,0,1,0,1,0,1,1,1,0,2,3,0,0,2,0,0,0,71,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,11,0,0,14.57905544147844,32.444969,11.5
1580-141084-0026,1580,6.995,0.6550000000000002,29.156366,60.638103,FALSE,TRUE,FALSE,7,11,0,0,0,0,0,0,3,0,0,4,0,0,5,0,0,2,0,1,2,0,0,1,0,0,0,93,0,5,0,3,3,0,0,0,1,0,0,0,0,0,0,1,1,5,0,0,14.66876971608833,31.481737000000003,12.5
61-70970-0002,61,4.165,1.4049999999999998,48.127327,61.778923,FALSE,TRUE,FALSE,2,6,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,1,0,0,0,40,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,14.492753623188404,13.651595999999998,5
