file,speaker,duration,silence_duration,silence_intensity,s_intensity,no_surrounding_silence,has_s,audio_peaked,primary_environment_count,secondary_environment_count,UWUH_L,sil_HH,sil_F,F_sil,W_UWUH,TH_sil,vowel_vowel,V_sil,sil_TH,vowel_R,Y_vowel,vowel_D_vowel,vowel_L,vowel_sil,sil_DH,vowel_T_vowel,DH_sil,L_vowel,R_vowel,sil_V,Y_UWUH,W_vowel,sil_SSH,AE_R,AY_R,nonsilence_count,ER_R,nasal_vowel,sil_ZZH,AA_R,silence_count,sil_PTK,UH_R,IY_R,AO_R,UW_R,OW_R,AW_R,EH_R,sil_BDG,AH_R,vowel_PK_vowel,vowel_BG_vowel,vowel_nasal,IH_R,EY_R,phones_per_second,snr,weighting
8230-279154-0022,8230,6.44,1.06,26.901142,56.0121,FALSE,TRUE,FALSE,4,3,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,55,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,6,1,0,10.223048327137546,29.110957999999997,5.5
260-123440-0008,260,3.745,0.735,34.70333,NA,FALSE,FALSE,FALSE,1,6,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,1,0,1,0,0,0,0,27,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8.970099667774086,NA,4
4446-2275-0015,4446,2.98,0.7000000000000002,33.204357,NA,FALSE,FALSE,FALSE,4,4,1,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,28,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,12.280701754385966,NA,6
7021-79759-0000,7021,4.775,1.6250000000000002,12.464627,57.21424,FALSE,TRUE,FALSE,2,7,0,0,0,0,0,0,2,0,0,0,0,1,1,2,0,0,0,1,2,0,0,0,0,0,0,34,0,1,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,10.793650793650793,44.749613,5.5
1221-135767-0014,1221,7.07,0.9699999999999998,42.015522,62.68778,FALSE,TRUE,FALSE,3,11,0,0,0,0,0,0,1,0,0,2,1,0,2,0,0,0,0,3,1,0,0,4,0,0,0,69,0,3,0,0,4,0,1,0,1,0,0,0,0,0,0,1,2,6,0,0,11.311475409836065,20.672258,8.5
121-127105-0030,121,2.175,0.6649999999999996,-18.95683,61.090736,FALSE,TRUE,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,9.271523178807946,80.047566,0.5
2830-3980-0016,2830,2.37,0.7300000000000002,57.73254,65.29431,FALSE,TRUE,FALSE,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.975609756097562,7.561769999999996,1.5
3575-170457-0002,3575,2.11,0.6499999999999999,35.392715,NA,FALSE,FALSE,FALSE,2,5,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.643835616438356,NA,4.5
260-123440-0001,260,1.74,0.79,-37.11627,53.433323,FALSE,TRUE,FALSE,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,7,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.36842105263158,90.549593,2.5
8463-294828-0020,8463,5.915,1.535,33.40804,54.934025,FALSE,TRUE,FALSE,4,13,0,0,0,0,0,0,1,0,0,3,1,2,0,2,0,2,0,3,1,0,0,2,1,0,1,47,0,1,0,1,6,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,10.730593607305936,21.525985,10.5
